,subj,roi,cond,depth,radius_band,accuracy,nVoxels
106,pnr256,V1_tgt_rh_rad10_filled_deveined,center,superficial,4-6,0.6066666666666667,30.0
107,pnr256,V1_tgt_rh_rad10_filled_deveined,surround,superficial,4-6,0.5855555555555557,30.0
108,pnr328,V1_tgt_lh_rad10_filled_deveined,center,deep,0-2,0.12222222222222223,30.0
109,pnr328,V1_tgt_lh_rad10_filled_deveined,surround,deep,0-2,0.2688888888888889,30.0
110,pnr328,V1_tgt_lh_rad10_filled_deveined,center,deep,2-4,0.17444444444444446,30.0
111,pnr328,V1_tgt_lh_rad10_filled_deveined,surround,deep,2-4,0.29222222222222227,30.0
112,pnr328,V1_tgt_lh_rad10_filled_deveined,center,deep,4-6,0.13333333333333336,30.0
113,pnr328,V1_tgt_lh_rad10_filled_deveined,surround,deep,4-6,0.14888888888888888,30.0
114,pnr328,V1_tgt_lh_rad10_filled_deveined,center,middle,0-2,0.26888888888888896,30.0
115,pnr328,V1_tgt_lh_rad10_filled_deveined,surround,middle,0-2,0.19000000000000003,30.0
116,pnr328,V1_tgt_lh_rad10_filled_deveined,center,middle,2-4,0.1688888888888889,30.0
117,pnr328,V1_tgt_lh_rad10_filled_deveined,surround,middle,2-4,0.22888888888888892,30.0
118,pnr328,V1_tgt_lh_rad10_filled_deveined,center,middle,4-6,0.19777777777777777,30.0
119,pnr328,V1_tgt_lh_rad10_filled_deveined,surround,middle,4-6,0.2188888888888889,30.0
120,pnr328,V1_tgt_lh_rad10_filled_deveined,center,superficial,0-2,0.1622222222222222,30.0
121,pnr328,V1_tgt_lh_rad10_filled_deveined,surround,superficial,0-2,0.32333333333333336,30.0
122,pnr328,V1_tgt_lh_rad10_filled_deveined,center,superficial,2-4,0.19555555555555557,30.0
123,pnr328,V1_tgt_lh_rad10_filled_deveined,surround,superficial,2-4,0.22111111111111112,30.0
124,pnr328,V1_tgt_lh_rad10_filled_deveined,center,superficial,4-6,0.16666666666666669,30.0
125,pnr328,V1_tgt_lh_rad10_filled_deveined,surround,superficial,4-6,0.28222222222222226,30.0
126,pnr328,V1_tgt_rh_rad10_filled_deveined,center,deep,0-2,0.08222222222222222,29.0
127,pnr328,V1_tgt_rh_rad10_filled_deveined,surround,deep,0-2,0.25222222222222224,29.0
128,pnr328,V1_tgt_rh_rad10_filled_deveined,center,deep,2-4,0.13444444444444445,30.0
129,pnr328,V1_tgt_rh_rad10_filled_deveined,surround,deep,2-4,0.3433333333333333,30.0
130,pnr328,V1_tgt_rh_rad10_filled_deveined,center,deep,4-6,0.14666666666666667,30.0
131,pnr328,V1_tgt_rh_rad10_filled_deveined,surround,deep,4-6,0.3122222222222223,30.0
132,pnr328,V1_tgt_rh_rad10_filled_deveined,center,middle,0-2,0.17666666666666667,28.0
133,pnr328,V1_tgt_rh_rad10_filled_deveined,surround,middle,0-2,0.2577777777777778,28.0
134,pnr328,V1_tgt_rh_rad10_filled_deveined,center,middle,2-4,0.28222222222222226,30.0
135,pnr328,V1_tgt_rh_rad10_filled_deveined,surround,middle,2-4,0.3555555555555555,30.0
136,pnr328,V1_tgt_rh_rad10_filled_deveined,center,middle,4-6,0.19444444444444448,30.0
137,pnr328,V1_tgt_rh_rad10_filled_deveined,surround,middle,4-6,0.40666666666666673,30.0
138,pnr328,V1_tgt_rh_rad10_filled_deveined,center,superficial,0-2,0.2777777777777778,28.0
