x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
-87.67,-26.20,14.00,0.53,3.51,147.00,4.04214239,4.60359907,3.85234308,4.00694132,4.12625647,164.48625183,0.00000000,3.46,4.42551613,4.01557779,4.80674267,3.92972064,3.22912645,4.57610607,4.88681126,3.66532397,4.02874804,4.16956758,164.82139587,0.00000000,4.62746096,4.86885405,5.56652594,4.90811825,3.10511875,4.22090292,5.99819374,3.74346757,0.57453847,1.90897059,0.16740351,4.43830252,3.27145386,5.43798351,3.40405345,4.21904421,3.69387579,3.39082599,2.93593812,-0.16675285,0.15813011,0.69097356,4.19105053,3.98743057,3.22952271,2.89053035,2.35057664,5.50993633,5.35240841,4.60154724,0.06387080,0.02308260,0.87927482,2.46646595,-0.50804216,-2.97450805,266.88677979,0.00000000,2.23397374,-0.56912601,-2.80309963,31.50466919,2.09,2.59,0.00845015,45.07073593,0.18913449,9.22631550,-0.01619006,0.06699096,-0.07987883,1.67727685,0.04057483,0.42955974,0.98185956,3.18303013,0.07472605,0.00973899,46.29767227,0.20453422,8.56031799,-0.02420164,0.11800596,-0.09784456,1.97411525,0.02230507,0.10155360,1.04698932,3.78612900,0.05197396,0.01441380,47.09957504,0.23396510,8.35290337,-0.03270992,0.15771234,-0.11574959,2.03429699,0.01907955,0.05432593,1.33809018,7.11134720,0.00779009,0.01083773,79.52661133,0.13072474,2.66391540,-0.06857806,0.72012419,-0.16120958,4.00122738,0.07360155,0.83955479,-0.02194896,0.00155441,0.96855903,0.01783788,83.80606079,0.13830467,2.51062322,-0.07770200,0.76746476,-0.18170911,4.22213984,0.07721232,0.78150851,0.35876316,0.50297421,0.47837038,0.02513485,64.53336334,0.18192126,3.65247226,-0.03402413,0.12394671,-0.14616777,2.28990912,0.09781614,1.05095243,1.43525374,10.21730900,0.00143727,0.01083773,79.52661133,0.13072474,2.66391540,-0.06857806,0.72012419,-0.16120958,4.00122738,0.07360155,0.83955479,-0.02194896,0.00155441,0.96855903,0.01783788,83.80606079,0.13830467,2.51062322,-0.07770200,0.76746476,-0.18170911,4.22213984,0.07721232,0.78150851,0.35876316,0.50297421,0.47837038,0.02513485,64.53336334,0.18192126,3.65247226,-0.03402413,0.12394671,-0.14616777,2.28990912,0.09781614,1.05095243,1.43525374,10.21730900,0.00143727,
-88.30,-26.83,11.00,0.34,3.58,159.00,2.30325818,1.91391253,2.32764006,2.01970315,2.14112854,40.75253677,0.00000000,3.61,0.66126746,2.56844926,2.30214858,2.28363585,1.88257337,2.24686098,2.99403286,2.40602279,2.00530076,2.14788246,40.47261429,0.00000000,0.06989406,2.15908098,1.50252950,2.61042476,0.35457250,3.26994443,4.04512596,1.35839081,-0.09999615,0.05368764,0.81681648,1.50077081,3.22959590,1.88202190,2.18443322,2.77431774,1.14269340,2.29163575,3.59100294,0.31625456,0.52314073,0.46968361,0.68711442,2.26875854,3.45121408,2.13398576,2.37439847,2.46345329,2.62920380,2.48973608,0.26880392,0.37294328,0.54155082,1.92128026,-0.16616823,-2.08744860,206.08663940,0.00000000,1.93065441,-0.22470562,-2.15535998,17.83324814,2.11,2.64,0.00359626,7.22391605,0.16376701,6.12126732,-0.04137251,0.38684258,0.06095472,0.86426836,0.10752718,2.66973066,0.68093300,1.35476112,0.24474003,0.00435585,8.19451141,0.18140168,5.95782471,-0.05213596,0.48466855,0.06238871,0.71019202,0.10713132,2.07279110,0.64650834,1.27732587,0.25868240,0.00897523,16.28119659,0.21092571,6.05242348,-0.08628555,0.97864664,0.05151336,0.35922456,0.09774952,1.27140605,0.31343484,0.34782416,0.55548780,0.00469148,12.81936455,0.16429712,3.61970663,-0.07737132,0.78853995,0.05538802,0.40626708,0.15243576,3.09807444,0.22395141,0.14329661,0.70511015,0.00736921,12.25060558,0.18220071,3.73201227,-0.08199215,0.73195344,0.06458293,0.45685837,0.16831109,3.18063402,0.45762923,0.70091707,0.40268650,0.01098468,10.73877907,0.20634945,4.09422112,-0.07259446,0.49184909,0.08611898,0.69256145,0.18430695,3.25097728,0.84376585,3.07657671,0.07975031,0.00469148,12.81936455,0.16429712,3.61970663,-0.07737132,0.78853995,0.05538802,0.40626708,0.15243576,3.09807444,0.22395141,0.14329661,0.70511015,0.00736921,12.25060558,0.18220071,3.73201227,-0.08199215,0.73195344,0.06458293,0.45685837,0.16831109,3.18063402,0.45762923,0.70091707,0.40268650,0.01098468,10.73877907,0.20634945,4.09422112,-0.07259446,0.49184909,0.08611898,0.69256145,0.18430695,3.25097728,0.84376585,3.07657671,0.07975031,
-88.75,-26.55,4.00,0.19,3.24,191.00,1.66055393,1.33532739,0.50330400,1.02674282,1.13148201,8.75174904,0.00316940,4.11,1.19351482,0.31846532,2.02048898,0.34547982,1.11371660,2.32444382,1.21653044,0.65226150,1.05787790,1.13694847,8.66675472,0.00331967,3.17649150,0.59465909,1.34143281,0.86757326,1.31133819,1.10509896,1.32391214,1.08363903,0.28627908,0.33405626,0.56341773,-1.15310240,-0.62899113,2.98885250,0.27516410,0.30435574,1.13320625,1.24263644,-0.24509147,-0.54092544,1.18372965,0.27687484,1.47527742,1.39529717,1.73635650,-0.52332699,2.23031759,4.88654423,1.00356424,1.02366030,0.63051623,1.59356725,0.20712799,1.43221235,0.11081581,-1.32139659,124.30082703,0.00000000,0.76405764,-0.51740688,-1.28146458,4.65390539,2.11,2.64,0.00189278,1.52554262,0.08187488,1.16635966,0.08546799,1.25854743,0.13204794,3.09205770,0.11584806,2.36243558,0.21054065,0.09871622,0.75344475,0.00452618,6.77411747,0.09148592,1.16011667,0.06626485,0.59946340,0.11895884,1.97671294,0.10045809,1.39546657,-0.47862703,0.53598678,0.46428147,0.00699033,7.50465155,0.10250578,1.08624804,0.07252964,0.52543032,0.13585986,1.89862669,0.11279114,1.28634179,-0.39670983,0.42340174,0.51540201,0.00546967,13.36536407,0.05356213,0.29509360,0.05033886,0.25606307,0.11724135,1.39638138,0.13239138,1.79249847,-1.13611245,2.82905817,0.09290162,0.01031572,18.51925087,0.04973058,0.21445696,0.03994695,0.13403560,0.11223602,1.06432283,0.13726597,1.63196933,-1.21048558,3.78341246,0.05205804,0.01112608,8.42636490,0.08557116,0.53854179,0.09592675,0.65690762,0.17224357,2.11896348,0.16955432,2.10433793,-0.24428874,0.19727635,0.65702960,0.00546967,13.36536407,0.05356213,0.29509360,0.05033886,0.25606307,0.11724135,1.39638138,0.13239138,1.79249847,-1.13611245,2.82905817,0.09290162,0.01031572,18.51925087,0.04973058,0.21445696,0.03994695,0.13403560,0.11223602,1.06432283,0.13726597,1.63196933,-1.21048558,3.78341246,0.05205804,0.01112608,8.42636490,0.08557116,0.53854179,0.09592675,0.65690762,0.17224357,2.11896348,0.16955432,2.10433793,-0.24428874,0.19727635,0.65702960,
-89.01,-27.00,1.00,0.00,3.39,195.00,-0.92927486,-0.81252146,-1.42230475,-1.01516533,-1.04481661,6.39977980,0.01157345,4.44,-0.24601868,-2.19687462,-0.22153834,-0.88826615,-2.12379599,-1.27525353,-0.30945981,-0.77685511,-1.00505507,-1.00378609,5.81987381,0.01603487,0.59425253,0.03229657,0.94693863,-1.32299674,-2.10048175,-1.99763286,-1.36685824,-1.09667075,0.15544754,0.08478843,0.77097395,-1.04833949,-4.14601469,-0.98140860,-1.51721203,-1.97294879,-1.77258635,0.25285092,-0.13027935,-0.37061548,0.47632131,0.49026245,-0.24286179,-2.12671590,-0.96626812,-0.29087147,-2.38545394,-0.35270241,0.11121124,-1.13754606,0.11500958,0.04503514,0.83198510,1.12198496,0.34287140,-0.77911353,52.43932343,0.00000000,-0.11309013,-0.41006759,-0.29697746,0.20571718,0.00,0.00,-0.00028119,0.02869803,0.11003474,1.79636264,-0.10502477,1.62043118,0.01882713,0.05355687,0.00795974,0.00950202,-0.94297320,1.68876898,0.19407891,-0.00088020,0.21737660,0.12507090,1.84001994,-0.11452100,1.51942790,0.02515320,0.07498725,0.01814638,0.03869380,-0.77566344,1.19461119,0.27467876,-0.00130548,0.22188826,0.14460351,1.83271444,-0.13314284,1.50127423,0.03237737,0.09140529,0.02166173,0.04022985,-0.80333054,1.47227800,0.22528853,-0.00322556,3.93017983,0.17079160,2.53683400,-0.08670310,0.64223033,0.07164692,0.44093713,0.03046946,0.08026675,0.14512466,0.03902525,0.84344095,-0.00491649,3.53712797,0.18415624,2.47300339,-0.10244250,0.74114007,0.07288231,0.37731293,0.03213761,0.07513507,-0.04538245,0.00443104,0.94694117,-0.00631312,2.30209756,0.19205317,2.30180883,-0.12847596,0.99990386,0.06409431,0.24898982,0.03146439,0.06147778,-0.40738750,0.46546090,0.49524930,-0.00322556,3.93017983,0.17079160,2.53683400,-0.08670310,0.64223033,0.07164692,0.44093713,0.03046946,0.08026675,0.14512466,0.03902525,0.84344095,-0.00491649,3.53712797,0.18415624,2.47300339,-0.10244250,0.74114007,0.07288231,0.37731293,0.03213761,0.07513507,-0.04538245,0.00443104,0.94694117,-0.00631312,2.30209756,0.19205317,2.30180883,-0.12847596,0.99990386,0.06409431,0.24898982,0.03146439,0.06147778,-0.40738750,0.46546090,0.49524930,
-86.25,-26.18,20.00,0.85,4.15,137.00,7.16869736,6.08749247,6.19021034,6.78840971,6.55870247,271.46209717,0.00000000,4.28,5.06360102,7.71979189,6.41544390,6.40365028,5.92680407,6.47912121,6.74038792,6.74791336,6.76926136,6.46752310,258.90234375,0.00000000,6.56931067,8.02364445,4.25707722,5.83940601,5.47556925,4.30274057,9.32508278,4.89445162,-0.66406506,1.68602526,0.19444187,5.46729136,8.08820152,5.66339016,6.07570982,5.44832945,4.60858583,6.14382553,8.10567379,-0.57441580,1.23045373,0.26760042,3.46618223,7.31832886,9.19705772,7.40452242,7.07590580,10.75329399,4.98228312,7.42243242,0.32726201,0.40364471,0.52536644,2.18156838,-1.57821548,-3.75978374,306.74444580,0.00000000,3.61303687,-2.73816252,-6.35119915,116.67494202,2.01,2.28,0.01240078,64.51506805,0.09252735,1.46763790,0.07026979,0.83817494,-0.07419629,0.96182734,-0.00057135,0.00011090,1.95335031,8.37332058,0.00389483,0.01475441,70.99323273,0.09159458,1.14694560,0.06692299,0.60304475,-0.09984565,1.37336636,-0.03462971,0.16348271,1.90588391,8.38191986,0.00387661,0.02257056,77.60440063,0.10373151,1.10334063,0.06566547,0.42727354,-0.12788877,1.66877043,-0.05871719,0.34583995,2.21359086,13.07744598,0.00031461,0.01324455,77.19548035,-0.03275575,0.10877488,0.06113710,0.37201235,-0.14819603,2.19772410,0.04156260,0.17410716,1.47238863,4.68068743,0.03075254,0.02220913,84.72316742,-0.04204347,0.15128773,0.05875205,0.28618032,-0.16790804,2.35117888,0.04275230,0.15626283,1.85183275,8.73952389,0.00319093,0.02900000,55.47493362,0.00173887,0.00021974,0.14220978,1.39895892,-0.10988315,0.83566177,0.07092053,0.35674384,3.42665792,37.60884476,0.00000000,0.01324455,77.19548035,-0.03275575,0.10877488,0.06113710,0.37201235,-0.14819603,2.19772410,0.04156260,0.17410716,1.47238863,4.68068743,0.03075254,0.02220913,84.72316742,-0.04204347,0.15128773,0.05875205,0.28618032,-0.16790804,2.35117888,0.04275230,0.15626283,1.85183275,8.73952389,0.00319093,0.02900000,55.47493362,0.00173887,0.00021974,0.14220978,1.39895892,-0.10988315,0.83566177,0.07092053,0.35674384,3.42665792,37.60884476,0.00000000,
-86.79,-26.53,18.00,0.77,4.08,123.00,2.35241699,2.21697140,2.09371948,2.26305366,2.23154044,43.94981384,0.00000000,3.62,2.16096449,1.49887848,1.85791790,2.57974935,2.45709848,3.23394752,1.86566460,2.18548751,2.27975321,2.23326015,43.23773193,0.00000000,1.92827618,3.44898510,0.40052712,2.52406764,2.85305333,2.27743268,3.41555047,0.86885470,-0.00283003,0.00007260,0.99320327,2.03202343,1.76408172,3.08817172,2.07152700,2.73996472,1.29338074,1.05119348,2.65269375,-0.17042118,0.15063286,0.69801854,2.40286422,-0.28920782,2.19342470,2.80609298,2.07421064,5.74291945,1.18817294,3.03537416,0.11545145,0.06991216,0.79152225,2.43294358,-1.40160477,-3.83454847,305.98764038,0.00000000,2.35135102,0.54642129,-1.80492985,13.20916271,2.01,2.28,0.00731291,30.14920235,-0.01531083,0.05394724,0.01657163,0.06259072,-0.01191815,0.03330720,-0.09449719,2.08106685,-0.43116239,0.54819036,0.45924119,0.00818351,29.13090515,-0.02239773,0.09153969,0.01617494,0.04703503,-0.01892605,0.06586392,-0.12441357,2.81555247,-0.30173147,0.28027517,0.59664474,0.01340421,36.54739761,-0.02635055,0.09508842,0.00420672,0.00232472,-0.03523653,0.16917939,-0.16285379,3.55164242,-0.29474390,0.30956230,0.57808007,0.00970013,56.43846512,-0.12929091,2.30847430,-0.02780249,0.10480894,-0.06827727,0.63581538,-0.10877981,1.62476802,-1.41747224,5.91275406,0.01521580,0.01376293,43.46145630,-0.13002494,1.93315756,-0.00905714,0.00913790,-0.05494149,0.33628997,-0.11193355,1.43079937,-0.62919819,1.34772754,0.24596772,0.01852099,30.70403290,-0.11020948,1.17458522,0.03446107,0.11144284,-0.01765670,0.02929568,-0.10975790,1.15952742,0.29131716,0.36884227,0.54378129,0.00970013,56.43846512,-0.12929091,2.30847430,-0.02780249,0.10480894,-0.06827727,0.63581538,-0.10877981,1.62476802,-1.41747224,5.91275406,0.01521580,0.01376293,43.46145630,-0.13002494,1.93315756,-0.00905714,0.00913790,-0.05494149,0.33628997,-0.11193355,1.43079937,-0.62919819,1.34772754,0.24596772,0.01852099,30.70403290,-0.11020948,1.17458522,0.03446107,0.11144284,-0.01765670,0.02929568,-0.10975790,1.15952742,0.29131716,0.36884227,0.54378129,
-87.45,-26.74,16.00,0.63,3.89,141.00,2.36881590,3.06585693,2.22630334,2.65670800,2.57942104,60.57189941,0.00000000,3.56,2.08114195,2.31096244,3.52019072,2.51457500,2.06650972,2.54041862,2.73590446,2.81233692,2.66302133,2.58020186,59.21281052,0.00000000,2.61923885,4.77075529,3.85044384,3.48900652,1.43477690,3.44737363,3.17142725,1.94446409,0.38855803,0.82410115,0.36421475,1.37397826,1.54506660,3.42755032,1.72512531,2.62435317,0.65361744,2.88996744,3.53545475,-0.41493031,0.92590821,0.33617407,2.40352893,0.96420914,3.14113259,2.04466534,2.14523959,3.47083092,1.95466793,2.96747708,-0.26882774,0.38228011,0.53653415,2.30885625,-1.06090105,-3.36975718,282.69750977,0.00000000,4.24042273,0.67270553,-3.56771708,40.23264313,2.05,2.35,0.00706725,29.00887489,0.06007786,0.85662282,0.01727036,0.07008662,0.00602864,0.00882800,-0.01157723,0.03224138,-0.06770982,0.01397127,0.90593412,0.00700072,21.82652283,0.06223235,0.72309589,0.02838176,0.14812417,0.01300603,0.03184975,-0.02213392,0.09128229,0.32943177,0.34204188,0.55879199,0.00840494,14.49053288,0.07178291,0.71145165,0.04848170,0.31360435,0.02861482,0.11252551,-0.01462672,0.02888760,0.89731807,2.89359951,0.08925962,0.00598129,21.36432648,0.00756946,0.00792118,0.03052296,0.12582484,0.00727702,0.00723569,0.02356210,0.07593666,0.23125054,0.15667173,0.69232841,0.01062878,26.27371025,0.00058552,0.00007655,0.02275840,0.05817645,0.00080001,0.00007655,0.01907242,0.04210138,0.28163922,0.27373552,0.60095902,0.01080129,10.55105877,0.03897159,0.14837308,0.08283078,0.65073270,0.05418881,0.27867025,0.04134509,0.16622305,1.34525287,7.94699812,0.00491693,0.00598129,21.36432648,0.00756946,0.00792118,0.03052296,0.12582484,0.00727702,0.00723569,0.02356210,0.07593666,0.23125054,0.15667173,0.69232841,0.01062878,26.27371025,0.00058552,0.00007655,0.02275840,0.05817645,0.00080001,0.00007655,0.01907242,0.04210138,0.28163922,0.27373552,0.60095902,0.01080129,10.55105877,0.03897159,0.14837308,0.08283078,0.65073270,0.05418881,0.27867025,0.04134509,0.16622305,1.34525287,7.94699812,0.00491693,
-87.45,-26.74,12.00,0.44,3.89,138.00,3.29945540,4.27630806,2.74130225,3.59262729,3.47742319,89.99368286,0.00000000,3.94,2.50134587,3.57760859,4.58605433,5.00629091,3.09682035,3.39195490,2.95605469,2.93797803,3.64951396,3.51910210,90.34044647,0.00000000,2.38000369,3.60375190,6.03899050,7.38459778,3.08889914,3.90800834,4.56175566,3.62045932,0.68838662,2.13803458,0.14401764,3.77040577,3.89341068,2.28369093,4.08015919,3.06103373,2.42231727,0.64107049,1.80844009,-0.86194336,3.27020907,0.07086573,1.31933141,3.19144058,5.03966904,2.75851059,3.28585219,3.75111008,3.38157392,3.75135064,-0.30868638,0.41297156,0.52062065,1.90370929,-0.71376759,-2.61747694,238.47564697,0.00000000,3.79933929,0.45378897,-3.34555030,30.42653656,2.07,2.40,0.00437543,8.91528606,0.10236782,1.99405241,0.05535088,0.57722086,-0.02329765,0.10525140,0.06961660,0.93298292,1.78146112,7.73074627,0.00553625,0.00692791,17.41940498,0.11290634,1.93948424,0.03560281,0.18994948,-0.04581031,0.32177779,0.04957422,0.37300640,1.24391103,3.97360182,0.04650472,0.00809922,10.97503185,0.12811498,1.84839594,0.05870922,0.37508243,-0.03739681,0.15673155,0.07156409,0.56413484,1.84632957,9.99220657,0.00162189,0.00549672,14.67056847,0.07033385,0.55302912,0.05220607,0.29930457,-0.05821837,0.37423909,0.10590099,1.24657595,1.30422413,4.05216122,0.04439683,0.01061993,21.36902237,0.06712351,0.42537114,0.03766279,0.12971294,-0.08134086,0.60859066,0.10942480,1.12912619,1.17646575,3.89082694,0.04884046,0.01472024,16.13871956,0.09230494,0.68558872,0.07175155,0.40212357,-0.05546429,0.24041817,0.13004285,1.35443008,1.84127104,12.26095390,0.00048408,0.00549672,14.67056847,0.07033385,0.55302912,0.05220607,0.29930457,-0.05821837,0.37423909,0.10590099,1.24657595,1.30422413,4.05216122,0.04439683,0.01061993,21.36902237,0.06712351,0.42537114,0.03766279,0.12971294,-0.08134086,0.60859066,0.10942480,1.12912619,1.17646575,3.89082694,0.04884046,0.01472024,16.13871956,0.09230494,0.68558872,0.07175155,0.40212357,-0.05546429,0.24041817,0.13004285,1.35443008,1.84127104,12.26095390,0.00048408,
-88.30,-26.83,7.00,0.27,3.58,175.00,2.13044095,2.26510334,2.87203956,2.64692354,2.47862673,47.84787750,0.00000000,3.85,1.95306098,2.80547404,2.73849773,2.50106144,1.67235208,2.63905835,2.74933720,2.46634030,2.66032505,2.46259141,46.11635590,0.00000000,1.29004121,1.04707611,3.26553035,2.07429123,2.19007492,2.71648693,3.79963994,1.75318062,-0.39047673,0.71009016,0.39962665,3.09735537,3.85578775,0.59231353,3.23469687,1.70477307,4.09699535,2.35365033,4.11933994,0.23895739,0.26343462,0.60789000,1.60565984,3.13920140,4.19485283,2.24692106,0.94073236,1.02129412,2.12032366,1.68790233,-0.53052127,1.27763689,0.25862507,1.43472254,-0.39968356,-1.83440614,177.76908875,0.00000000,-3.12392402,-5.68004036,-2.55611610,18.58728981,2.10,2.47,0.00389927,7.38878441,0.04462987,0.39546871,-0.02117801,0.08812459,0.02340403,0.11079804,0.09519462,1.82042789,0.96884096,2.38604379,0.12275648,0.00620597,14.56977749,0.05032852,0.40167582,-0.04485567,0.31423399,0.00922120,0.01359200,0.08073297,1.03104997,0.47860235,0.61312842,0.43380768,0.00799666,11.18668747,0.05347766,0.33678600,-0.04418197,0.22211625,0.01653801,0.03205336,0.10067285,1.16727114,0.88452137,2.39787507,0.12183359,0.00546146,15.14868164,-0.00039317,0.00000000,-0.05582688,0.35801628,-0.00094864,0.00012955,0.13896468,2.24513197,0.33342811,0.27704644,0.59876664,0.01085225,23.37462044,-0.01112720,0.01228122,-0.08330530,0.66481894,-0.02009535,0.03893407,0.13952284,1.92299056,0.14614768,0.06290858,0.80201079,0.01647189,21.23707390,-0.00016157,0.00000000,-0.06552309,0.35239330,0.00268558,0.00058667,0.15725228,2.08137584,0.68190104,1.76724660,0.18404268,0.00546146,15.14868164,-0.00039317,0.00000000,-0.05582688,0.35801628,-0.00094864,0.00012955,0.13896468,2.24513197,0.33342811,0.27704644,0.59876664,0.01085225,23.37462044,-0.01112720,0.01228122,-0.08330530,0.66481894,-0.02009535,0.03893407,0.13952284,1.92299056,0.14614768,0.06290858,0.80201079,0.01647189,21.23707390,-0.00016157,0.00000000,-0.06552309,0.35239330,0.00268558,0.00058667,0.15725228,2.08137584,0.68190104,1.76724660,0.18404268,
-88.30,-26.83,3.00,0.14,3.58,187.00,0.79803079,1.34762323,0.96213478,1.71189761,1.20492160,9.30510807,0.00234831,4.25,1.15317607,0.71347553,1.42162216,0.12227152,1.33549356,1.80148256,0.96829653,0.62844253,1.72419190,1.09539819,7.53455114,0.00616699,1.88950336,-1.46229053,2.64801621,-0.37295493,1.22944999,1.72025383,2.39624381,2.60643864,-0.40884316,0.64547539,0.42193661,0.08228014,1.97426653,0.64191604,0.85392845,0.94278264,2.72125459,2.24836445,-1.81964123,-0.78858387,2.36165857,0.12468395,1.38447976,1.52739930,1.04911733,-0.03521163,2.00670886,1.20724642,-1.69682062,0.92867142,-0.93042737,3.22982693,0.07262685,1.11601377,-0.03742078,-1.15343451,98.85749817,0.00000000,-0.72026658,0.94635874,1.66662538,6.46307850,2.10,2.47,0.00589155,13.96597385,0.01905553,0.05977410,-0.14855838,3.59282756,0.03844770,0.24771152,-0.00723181,0.00872149,-0.93841690,1.85342252,0.17370900,0.00692473,14.92086315,0.01919280,0.04802019,-0.17230079,3.81393170,0.03694163,0.17941025,-0.02199788,0.06292668,-0.93583858,1.92826080,0.16527467,0.00965322,13.43588161,0.02081533,0.04209976,-0.19802091,3.67713714,0.04625183,0.20656522,-0.02253866,0.04826588,-0.62122250,0.97488576,0.32371637,0.00727634,22.26632500,-0.05542998,0.29748079,-0.22417776,4.77996826,0.01279584,0.01566253,0.00610827,0.00354016,-1.53311670,4.84969854,0.02789084,0.01173094,22.43066406,-0.06112348,0.30354047,-0.24523373,4.73111105,0.01481145,0.01738196,0.00728021,0.00439914,-1.22811866,3.64752841,0.05645372,0.01401481,12.52432728,-0.03520103,0.08539024,-0.21792948,3.17590094,0.06529080,0.28516516,0.02419025,0.04014616,-0.26516446,0.21772388,0.64088680,0.00727634,22.26632500,-0.05542998,0.29748079,-0.22417776,4.77996826,0.01279584,0.01566253,0.00610827,0.00354016,-1.53311670,4.84969854,0.02789084,0.01173094,22.43066406,-0.06112348,0.30354047,-0.24523373,4.73111105,0.01481145,0.01738196,0.00728021,0.00439914,-1.22811866,3.64752841,0.05645372,0.01401481,12.52432728,-0.03520103,0.08539024,-0.21792948,3.17590094,0.06529080,0.28516516,0.02419025,0.04014616,-0.26516446,0.21772388,0.64088680,
