,x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,polar_angle,eccentricity
480,109.32,49.94,12.0,0.56,9.11,61.0,3.50027227,6.31803656,6.19137859,5.35679388,5.34162045,24.48812866,9e-07,10.24,0.51340455,1.9612993,7.75651789,5.04851246,0.74346125,3.55207062,2.76655412,-1.17963755,2.64527273,8.56926441,0.0,11.18907547,6.98947716,4.98148251,-3.6297276,21.14206505,10.30673027,-0.92429125,2.30049801,1.0867424,0.62412351,0.42974177,3.19285417,10.45248222,5.61788321,6.55247593,2.33088946,10.37649345,5.31721354,5.21987104,0.83797199,0.36381412,0.54655819,-5.28845406,2.71600866,5.09350586,6.9998374,7.99407721,3.54118896,-0.37783119,7.19965553,-1.88798785,1.87913764,0.17079791,0.02367053,-1.82256484,-1.84623539,42.90272903,0.0,1.54,4.18
481,108.76,49.22,0.0,0.56,7.45,70.0,1.4535737,5.29568195,6.00041819,1.77723074,3.63172626,6.31941843,0.0121265,13.71,2.27880096,2.27519202,5.65897417,-0.21221679,4.75105333,-1.15888965,4.66062021,7.51282787,3.22079515,7.13655901,0.01,15.14717579,-1.02489376,7.47226906,-2.9869194,10.64628983,13.59424496,-5.42097378,5.38464928,3.45998025,3.43885279,0.06402977,-0.68221694,12.04652405,0.25358212,7.26695681,-5.97320652,15.45208549,8.66400242,9.96199799,4.25336885,5.33226442,0.0211757,-12.44996929,5.47778749,3.87989235,4.89705801,11.04473686,-2.18848753,-4.73979092,5.04879856,-0.45427063,0.06133856,0.80445313,-0.37550461,-2.00312066,-1.62761605,38.88124466,0.0,1.56,3.91
482,109.12,48.42,0.0,0.59,7.59,63.0,5.94736528,6.07527304,8.39002895,6.99709368,6.85244036,31.37019539,3e-08,11.61,2.41503429,4.25939846,3.02430987,2.04223585,4.34814453,8.73827457,3.0516758,-1.65372002,3.27816916,10.16959,0.0,9.68874931,0.60073239,6.96924877,6.74402428,11.14786625,5.12493134,-3.56514716,10.33463097,-0.99874991,0.394198,0.53027141,5.62092209,8.84685421,7.56624508,9.14332867,2.77419949,8.94929981,7.34373283,15.6620369,1.27282119,0.6542868,0.41881296,5.1109066,5.17197514,4.10893631,8.01617336,4.33162737,9.12454128,0.68875134,10.7354126,-1.02210462,0.42388982,0.5151803,-0.91817898,-2.37726545,-1.45908654,32.57728958,3e-08,1.56,3.91
483,109.52,48.42,14.0,0.63,8.33,75.0,2.59485579,5.13034105,7.02575302,5.89947844,5.16260719,28.02354622,1.5e-07,9.25,4.89878845,4.52926922,-0.1879991,-3.83285236,2.63277936,2.13844633,1.46617985,3.40548325,1.88126183,5.24892521,0.02,8.67341709,0.48078907,7.51445866,5.5151391,8.73151398,6.52437782,-4.47365999,6.35059309,-0.9179914,0.52655029,0.46826268,0.76908809,11.38754177,8.51810837,8.48199654,1.486871,9.95635796,2.97407651,11.1701889,1.03845644,0.69415152,0.40499242,-0.19555604,1.89590693,7.39503336,2.91651416,2.79811978,2.70325947,-1.95384192,5.98935843,-3.25196981,6.77192116,0.00942326,-1.23565555,-2.65828657,-1.42263114,33.54428482,2e-08,1.58,3.66
484,109.63,47.46,12.0,0.68,8.23,61.0,4.87302399,4.64106083,4.05928898,3.72383404,4.3243022,21.28639793,4.57e-06,8.89,3.8736558,0.21190669,2.59149003,4.42549753,2.54923844,0.33782357,4.37471056,3.48168969,2.73075151,12.10594749,0.0,10.82212448,0.65525806,7.19159031,-0.16436121,9.73083878,4.47330475,-0.49282792,5.18673658,0.96433794,0.63050288,0.4273949,5.14478493,2.13289118,3.78766298,3.89954758,2.54468465,1.74534225,3.90081859,8.78503036,0.22932294,0.03606387,0.84942948,3.64089298,9.17715168,4.80874586,2.80892873,5.77248716,6.89251137,1.87151849,3.16884899,1.14072812,0.89913553,0.343286,-1.28840876,-2.75060844,-1.46219969,39.61303711,0.0,1.59,3.44
485,109.63,47.46,16.0,0.71,8.23,68.0,4.09059286,5.06291199,4.55151033,4.1525383,4.46438837,28.67651558,1.1e-07,7.91,3.09477472,2.31525517,1.84462214,1.262815,3.07340097,4.36398888,1.76586807,2.12615228,2.48085952,12.46780109,0.0,8.94064426,4.29037571,3.51384616,4.44250154,9.929492,5.26391172,1.23633718,2.87245464,0.94874352,0.76341546,0.38251119,2.5598743,6.37624311,6.39278793,6.90035725,4.3351984,2.69559145,5.33443785,1.70057392,0.41769221,0.15143502,0.69726627,1.52026582,4.7326889,1.11287522,3.67889953,4.94165325,3.26686192,4.61180449,7.93464613,-0.0939447,0.00764207,0.93035932,-1.35350049,-2.8643868,-1.51088631,45.43214798,0.0,1.65,3.33
486,109.69,46.83,15.0,0.74,8.34,56.0,2.22125626,0.80670071,2.87971115,1.63697314,1.88616025,5.62948608,0.01788297,7.54,-0.66979814,2.34340572,0.21097708,2.50825119,0.35663214,5.41089439,-1.46196616,0.59211642,1.16131413,3.10340667,0.08,1.80096114,1.6867485,1.12668943,1.52026069,0.06118448,5.45506954,-1.02865863,-4.65739155,-0.94889855,0.84112406,0.35933841,0.83105135,9.90172863,5.28316259,1.88471496,-0.0631514,5.05332184,-0.1973159,-0.46333751,1.16510975,1.31750071,0.25136749,-0.49424148,7.07478952,-2.53934836,-0.25396943,8.77249241,-0.84263515,-0.36382878,5.01627636,0.48053813,0.22803546,0.63310842,-1.42947423,-2.97438097,-1.54490674,49.00553894,0.0,1.52,2.94
487,109.39,46.28,17.0,0.77,8.0,47.0,3.1370492,1.10171437,1.18870103,1.95583153,1.845824,6.20042944,0.01296242,7.03,-0.62904435,0.22636375,5.49838161,1.97261238,0.52369243,0.53963518,-2.97192669,1.98029351,0.892501,2.12964964,0.14,-4.59376144,4.86266947,-0.16257429,3.77830529,2.29402494,2.19589877,2.31480598,-2.37104034,-0.93552691,0.94452101,0.33139729,3.41732383,8.6275034,-1.67511022,-1.72098482,-0.127487,5.93059874,-2.95247221,-2.6593914,-0.85793543,0.83473349,0.3611692,1.49797606,6.49777937,5.75125885,0.82594299,6.65245342,-3.6334343,8.73046398,-1.14154077,1.09183419,1.36435747,0.24311474,-1.20895612,-2.77216005,-1.56320405,50.20698929,0.0,1.54,2.8
488,102.54,41.91,21.0,0.0,14.25,54.0,2.87932491,1.22762418,0.84190953,3.37155533,2.0801034,5.38359642,0.02056344,8.51,-0.48643133,-0.77631986,-1.7922895,2.12311625,-0.19833869,-0.17374842,3.07491207,-1.29327369,0.05970334,0.00637406,0.94,-5.01262331,3.92903137,1.72299385,4.97254181,-1.92269504,-2.83514214,6.6339674,1.91587389,-2.1527133,3.42732882,0.06447614,4.14626074,-3.01748919,2.30217481,-2.01317215,1.62056601,-1.00527787,0.34539774,4.47536802,-2.61441016,5.15225267,0.02346858,1.42712629,2.22469854,8.76492691,0.2163633,0.00684837,8.44471359,4.29834461,-2.14471388,-0.37045112,0.105345,0.74558805,-0.63068312,-2.22024488,-1.5895617,50.80878448,0.0,1.68,2.88
489,103.42,41.66,20.0,0.0,13.85,57.0,9.36753273,10.56491566,6.55053902,8.26551533,8.68712616,29.96007347,6e-08,15.06,1.22942472,1.46448612,8.22567749,7.61090088,0.23757049,10.99073124,5.59009933,2.23070502,4.69744968,12.4657135,0.0,7.52896452,14.4985075,9.25326633,13.92544842,10.0014677,4.99510479,8.39158726,15.05770874,2.308213,1.23733795,0.26630258,1.20091033,-3.95302415,13.01124859,8.81228828,5.08155489,0.90699285,11.19817448,16.58780098,-1.65142107,0.6631887,0.41566699,9.34650707,5.32688284,14.08845329,7.43148184,-2.20636201,13.62801552,13.97559261,13.50724697,1.27859831,0.39737743,0.52861802,-0.00452897,-1.68070364,-1.67617464,55.90638351,0.0,1.85,3.07
490,104.04,40.94,16.0,0.7,14.67,59.0,7.14541435,4.37616587,4.07608986,5.46606016,5.26593256,33.0850296,1e-08,8.69,4.04504299,0.69611949,2.7152884,5.80470753,2.25003123,1.14541781,2.60471702,1.50313377,2.59555721,11.19159222,0.0,0.57202196,5.21166182,1.99209511,2.68886328,4.12763071,8.11603928,11.57546711,2.27288961,-1.02753508,0.74435401,0.38851565,4.36286163,3.01473475,9.5646553,6.29287434,5.48280382,-0.24266382,1.76273561,2.07917953,-1.486058,1.59791481,0.2065492,5.12560129,7.4328351,13.37670994,6.67747736,3.56706762,8.28743649,7.03304386,6.21237612,1.7451098,2.21614051,0.13694897,0.40611523,-1.43202257,-1.83813787,70.11358643,0.0,1.85,3.07
491,104.04,40.94,0.0,0.51,14.67,77.0,1.62066746,1.61356556,1.98077154,2.02842736,1.81085801,6.77861166,0.00938694,6.6,-0.64722246,1.32574928,1.58480978,0.49868813,1.83408868,-1.37714815,0.10501195,2.86729312,0.77390879,1.77961838,0.18,0.66563165,1.13192177,4.11916065,4.7835331,0.75442576,-3.15571928,1.44764638,1.98174942,-0.45324045,0.25040001,0.61692448,2.45310307,-2.22896671,5.15910387,-1.09155476,0.5407508,1.8236208,7.21636629,3.07036281,0.03029366,0.00117738,0.97263578,-0.06382608,1.54976869,-4.61623287,3.61086345,5.36163902,0.25615913,2.58256149,3.32999897,-0.50133073,0.32051367,0.57145015,0.50911242,-1.46189606,-1.97100854,86.69252014,0.0,1.94,3.17
492,104.53,40.33,7.0,0.31,15.44,94.0,-0.28769243,-0.5064773,2.16978598,0.89199555,0.56690294,0.56435382,0.45271974,7.16,-2.37736249,1.01227355,-0.10329671,3.01784301,-0.04722528,1.41347289,-2.83487248,-0.14220969,-0.00767213,0.00013237,0.99,-0.77069438,6.53869724,-2.80431366,-3.14860463,-0.30561042,1.75433278,0.80178839,-4.82487679,-1.33710504,1.86616313,0.17228034,3.08977747,4.64798117,0.49956119,0.50489533,-0.63817555,3.35797048,1.93594921,3.44977808,1.20122778,1.52691412,0.21692122,-2.6818831,0.99802059,-4.23899603,2.57442808,1.9353919,0.07727221,2.84533501,-4.79994774,-1.27909684,1.76643586,0.18418423,0.14738621,-1.80621445,-1.95360065,88.66213226,0.0,2.0,3.18
493,104.24,39.78,2.0,0.16,16.65,128.0,0.13346964,-0.24754107,1.41550457,-1.14711761,0.03857888,0.00212195,0.96326957,7.87,2.41825104,-2.29314184,4.09150743,3.11100793,-0.56071818,-0.78509533,1.85748506,-0.49444619,0.91810626,1.78815365,0.18,0.72288251,-1.18233442,-0.33319837,1.34851098,-3.61368942,2.01006985,-1.38168478,-0.0826578,0.82266504,0.57511842,0.44844459,1.2576915,7.57144165,1.01287961,4.9965601,-3.76475668,-2.72063327,2.95782781,-1.32171261,2.39932251,5.1362443,0.0236846,6.50283241,-0.67737597,-3.94306326,3.77535987,-1.51487064,-3.2428534,1.94821179,-1.22981226,1.2001518,1.28849769,0.2566484,-0.54302138,-2.3332324,-1.79021096,68.18283081,0.0,0.0,0.0
494,108.88,50.67,3.0,0.28,9.15,74.0,-1.44300747,1.88187861,0.4833594,2.02681804,0.73726213,0.36292243,0.54704871,11.61,-4.05621958,1.33059216,-4.18089437,3.98018789,0.31170473,-5.07825994,0.44874239,1.44590378,-0.72478038,0.51109195,0.47,-1.63318753,5.49159622,-4.83978415,-3.85161948,6.65187836,4.50358868,7.74308825,4.11860514,0.09795508,0.00378791,0.95093898,1.07242787,6.30940056,4.18029118,-5.0532527,9.93723583,3.43658638,-3.82327652,-10.8887825,-1.35765445,0.76350832,0.38248226,-9.32645416,4.68548775,4.45156288,-3.03873658,-6.59575129,-0.25088537,1.23967266,-3.99430871,-3.47041726,4.94915199,0.02636814,-3.27542377,-4.11437893,-0.83895499,1.03811049,0.30925026,0.0,0.0
495,109.32,49.94,5.0,0.34,9.11,74.0,3.07004213,3.0799675,2.27355456,5.52978325,3.4883368,10.36821747,0.00133082,10.28,1.6037544,4.32482147,-0.53088081,1.30302846,-0.02785477,-2.78080702,-0.57559675,-2.30931854,0.12589329,0.01919319,0.89,-2.76383567,8.82073879,-1.22378647,3.93781424,3.72250819,3.14902234,9.77839088,0.42668673,-2.35724783,2.79893994,0.09469855,5.34771156,5.2135005,-0.00068465,-1.61053026,10.82944107,-2.91414475,1.80862379,-0.113133,-3.19304705,5.2982049,0.02159098,4.54835749,-0.381681,13.6603117,4.14253759,-3.6849587,0.45441961,9.39973545,-1.33555198,-2.37664676,3.00752306,0.08324528,-1.15896606,-2.6402142,-1.48124802,21.74267006,5.09e-06,0.0,0.0
496,109.68,49.28,5.0,0.35,9.17,86.0,0.377574,1.16733575,-2.13100457,-0.73058075,-0.32916889,0.09532633,0.75758783,10.11,-1.14215016,-1.14024246,2.08236051,0.74996328,1.63839781,2.04174328,-2.46586251,-0.29285276,0.18391962,0.0426256,0.84,-5.15573263,10.52561378,-1.88196766,-2.10614967,-2.08144617,2.88152385,7.62630177,1.63198411,1.9965893,2.09335113,0.14831385,0.43172178,-3.91388464,-1.41733623,-6.28458118,9.64249802,-3.00020766,-1.89780438,-8.60061264,-1.14635909,0.71138227,0.39922514,3.00057387,0.68847942,4.06795168,4.22659588,-1.51666701,-4.74470282,0.89676219,-2.09072995,1.05043161,0.59097838,0.44225686,-0.91866171,-2.25877094,-1.34010923,21.7079792,5.17e-06,1.53,3.77
497,108.76,47.78,0.0,0.39,6.73,79.0,1.80627513,1.75227308,2.0633328,1.25692213,1.71970081,3.9167769,0.04812955,8.25,-0.46570256,-2.6590302,-1.47513163,6.68542814,3.29762459,1.98706353,-0.23822349,3.13832355,1.28379393,3.24350882,0.07,-1.75977743,5.29777813,1.74639475,3.82795691,-4.91638756,1.57791674,7.43623161,1.01465511,0.4789938,0.18047692,0.67107237,4.38495731,1.1256659,5.67587996,0.0084033,3.86310482,-6.24186373,8.73889828,-0.3066012,0.83066797,0.56372172,0.4529746,9.58319664,-4.78148222,4.01433086,4.21272945,-3.88304067,1.38770664,5.84897709,0.09234272,0.62721455,0.32548985,0.56847937,-0.89844036,-2.18091488,-1.2824744,22.44129372,3.64e-06,1.53,3.77
498,109.52,48.42,6.0,0.43,8.33,80.0,3.08348608,2.76805234,-0.09546438,0.71221775,1.61707294,3.52952862,0.06062776,8.17,0.60085481,1.76863861,6.032763,-0.02432526,4.57249165,-1.12217176,2.06120706,-0.47289282,1.67707062,5.51164913,0.02,0.18149991,3.35913825,1.47181153,3.57463765,3.83873296,2.26558614,6.42540598,1.41005707,2.09663367,3.46690297,0.06295703,0.55928218,-2.47241855,0.70311636,-4.20858431,7.78924036,-5.68231964,1.86632562,1.64276731,-0.67041558,0.37226927,0.54193474,6.68355465,1.83527458,15.45447063,2.19935918,-2.27219868,2.52945423,6.04120827,-5.3132658,2.48086381,5.35578394,0.02089378,-0.94059706,-2.26236129,-1.32176435,27.14099312,4e-07,1.55,3.51
499,109.63,47.46,7.0,0.46,8.23,83.0,3.30134583,2.18372822,1.3981477,2.97565317,2.46471882,11.84055233,0.00060787,6.8,2.26536417,1.74763,1.53438354,1.3512336,-1.47251308,1.09789777,0.14171661,0.3342832,0.87499946,2.11182046,0.15,2.1894753,2.6376195,1.10514033,3.2544477,3.36039472,-0.61467254,6.71357965,-0.65376091,-0.68822426,0.54309666,0.46135773,3.02289987,0.4032926,-1.71148598,1.68825924,3.43172812,0.14532506,1.7004869,2.53767037,-1.56831002,2.88940763,0.08953347,2.78069091,1.81959569,6.36385393,4.27903557,4.59017801,-0.10569642,1.54519868,6.23972178,0.32828438,0.1279625,0.72064377,-1.01552653,-2.38418961,-1.36866307,32.95894241,3e-08,1.56,3.29
500,109.09,46.28,0.0,0.5,7.53,78.0,1.62422419,1.74153423,0.87644321,1.6941613,1.48409069,3.94001675,0.04747213,7.09,1.25168967,0.71309149,-0.49381247,1.2379241,1.27997983,0.83291858,-2.15770626,2.40842628,0.6340639,1.03409541,0.31,2.85233545,2.51818633,1.0409776,3.75487781,0.45367795,1.45244205,2.80473089,-1.14243925,0.04700658,0.00233702,0.96145455,0.45773533,-4.88681602,2.84292483,-2.51328397,5.04552794,2.92751956,-1.82746899,5.72328901,-0.7375713,0.60056221,0.43858143,3.20653415,-1.62721229,0.86532032,-0.4244206,3.986094,1.59542012,5.02295351,0.68032873,-0.03508344,0.00134237,0.97078204,-1.2324127,-2.66498017,-1.43256748,39.65833664,0.0,1.58,3.12
501,109.69,46.83,8.0,0.56,8.34,73.0,-0.24510477,3.024755,0.73081619,2.81748843,1.58198869,3.57483482,0.05900196,7.94,-0.07377392,-0.72506517,1.15857089,-0.10222288,2.39973092,0.92293882,-4.3429451,-1.64424074,-0.30087593,0.18528868,0.67,5.71180916,-1.51987898,4.9656744,3.51500869,1.20083129,3.25628114,4.69019318,2.1840663,0.19682427,0.03244198,0.85710444,-3.36442685,-3.48092747,0.13478787,0.44771826,3.96350813,3.88424468,-0.99328035,5.80492115,-1.92367589,3.22888947,0.07270844,-2.23183727,-4.47770596,3.08172894,0.31168696,-2.70720863,4.4139142,0.52496487,-0.41655093,-2.95446444,7.62888098,0.00586937,-1.445189,-3.0136795,-1.56849062,49.82771683,0.0,1.52,2.94
502,102.54,39.9,20.0,0.0,17.83,66.0,9.85283566,11.46979904,11.05575275,10.99001122,10.84209919,86.63658905,0.0,11.05,7.69226217,7.35071898,5.96368885,4.96861076,5.61840725,1.22240484,7.0219326,2.23058963,5.25857687,27.63991356,0.0,11.29270363,11.89955902,11.09114647,13.44695568,16.44909477,9.93340397,7.84425163,8.86944008,0.44194821,0.08424954,0.77169064,6.65522861,13.17252636,6.86035395,11.75017452,6.34447098,14.34401226,14.23974228,14.77920437,0.14988333,0.01007204,0.9200828,5.74626017,8.15332127,4.40382576,13.57949829,14.50191402,7.2255702,11.25640392,13.27642155,-1.24212444,0.69412613,0.40500101,-0.41306779,-2.71407962,-2.3010118,90.8004837,0.0,1.85,3.07
503,104.88,41.06,20.0,0.79,13.9,88.0,7.74669552,8.25432301,10.42306137,10.74766636,9.29293633,58.23033524,0.0,11.56,3.21154284,5.44371033,1.44137955,4.42828417,0.81296623,4.28128719,4.45971584,4.25110817,3.54124928,11.44020653,0.0,14.78285503,3.19285893,6.02085829,3.28607535,8.33436394,11.9077301,12.11207199,8.59108925,-2.3126924,2.1265707,0.14513765,7.28298473,14.28881836,10.90641975,16.75099373,6.80680227,10.71781063,14.10227299,2.51259232,-0.25851223,0.02746543,0.86841166,8.98277569,0.64294112,15.11964607,5.93139935,14.15918922,5.66640472,5.93003035,8.32691002,-2.88588762,3.44048691,0.06396675,0.27679431,-2.29087925,-2.56767368,105.37314606,0.0,1.85,3.07
504,104.53,40.33,15.0,0.63,15.44,97.0,3.26315951,3.63464427,3.89190173,1.21876693,3.00211811,18.6975956,1.714e-05,6.59,0.52255714,1.81948757,2.91673923,4.87264442,5.74476337,2.60757613,1.50524771,4.23923349,3.02853107,27.75980949,0.0,1.88298297,5.94575214,5.98832512,1.39227676,2.34069824,4.89307261,7.25380468,0.02349878,2.40634942,7.08933973,0.00790252,0.06703839,1.88187397,5.37685204,3.11264229,7.37774897,5.30973911,8.60002136,1.0607388,2.97050762,11.195467,0.00085632,0.69721532,2.47278738,2.79843044,2.59900832,1.84079719,6.88619423,3.93748736,4.1604414,2.08966613,5.49872208,0.01926204,0.69181275,-1.96858108,-2.66039371,116.58020782,0.0,1.94,3.17
505,104.94,40.33,9.0,0.44,15.19,95.0,2.36599803,0.71875381,0.70531756,1.14983976,1.23497736,3.60858965,0.05782089,6.17,1.12499666,-0.07802792,0.344576,1.62840211,2.43050671,-0.34460905,0.57297987,0.42917684,0.76350015,1.965729,0.16,1.570948,1.6210165,0.11352177,2.58572912,-0.58864373,-2.68228531,2.28223777,0.78376329,-0.37137038,0.19126639,0.66197698,-0.30903396,-1.21172595,3.26007223,0.79533142,-0.09315797,-2.2872529,2.28660083,3.16317534,-0.46344018,0.30774501,0.57921475,2.36741829,1.98208475,4.96285629,-0.43339974,1.74610698,5.54163313,1.76159263,1.08787024,1.29826438,2.4275732,0.11959354,0.41641271,-2.07159472,-2.48800731,112.6543808,0.0,2.0,3.18
506,104.94,39.9,4.0,0.25,16.0,97.0,0.72746879,1.47075582,2.4911027,0.05002423,1.18483794,2.57976317,0.10861014,7.0,1.94244397,1.27263045,1.20483983,2.13319635,3.34990454,1.17395353,1.53504097,-0.37895176,1.52913225,6.15374899,0.01,4.86698294,0.51341236,0.50188643,-1.12271655,2.24219656,2.39659548,1.91746652,1.40547562,1.50966799,2.45206356,0.11774665,1.8248508,3.75353479,1.70137715,2.27751613,5.00727892,2.64842582,-0.40483007,2.88418841,2.44843602,6.62921953,0.01020185,0.15535195,-0.42363438,8.07444382,2.94790554,-1.3905828,0.79946923,-2.18008542,-0.57791543,0.73129582,0.60637093,0.43637654,-0.32352957,-2.49099803,-2.16746855,85.88803101,0.0,0.0,0.0
507,109.32,49.94,1.0,0.0,9.11,87.0,0.88251466,2.45338726,4.15012932,1.26013291,2.18654108,2.43113375,0.11931995,13.31,1.47352314,0.17224646,1.06462288,-2.40700412,5.5633812,5.42730188,4.77366161,-1.85852516,1.77615094,2.32384109,0.13,3.13909817,8.28393936,-0.06342681,-0.43492848,6.49810696,4.73655367,4.38585424,-5.47388935,1.28487122,0.49306703,0.48275664,1.91476512,6.69534254,1.84555149,8.06794643,6.32122803,3.61958385,5.37607288,-0.47445631,3.0106914,2.77438569,0.09615581,-4.25688505,4.80852699,-3.26585317,7.2892251,7.15904284,-1.67566693,-3.23122549,-0.53872722,-0.56634074,0.09966786,0.7523069,-2.04107618,-3.00717902,-0.9661029,7.4999752,0.00661568,0.0,0.0
508,109.68,49.28,2.0,0.0,9.17,87.0,-3.00101781,-1.46680224,-1.71341097,0.18524601,-1.49899626,1.09117031,0.29650973,13.62,-1.9154247,-3.07282352,-4.15137625,0.51732171,-0.46789578,-4.20260859,-1.58123481,-2.71347308,-2.19843936,3.36487579,0.07,3.59261489,4.57253504,1.52667677,-8.2631855,-1.54828644,-3.52272558,-6.55348539,-0.58098376,-1.57179689,0.70572156,0.40110657,0.57825178,-4.34598351,2.94283724,1.11519575,-8.40310955,-6.23154831,0.36637402,-0.48827875,-2.13630033,1.33858621,0.24761196,-12.5011158,2.390728,-5.97785616,-2.10781336,-2.88866687,-1.31212938,0.35100484,-4.58336782,-3.28801489,3.19705606,0.07413088,-1.22913909,-2.18058944,-0.95145041,8.61243534,0.00365063,0.0,0.0
509,109.52,48.42,1.0,0.19,8.33,87.0,6.95454884,6.71170425,7.57813072,6.115201,6.8398962,23.2338562,1.7e-06,13.47,11.86158562,6.22648191,2.15113163,5.39700222,1.00816548,0.54639804,1.4484942,4.94023466,4.19743681,12.62906265,0.0,8.80822277,4.65429544,2.46336484,-3.532341,21.44062233,13.22234726,10.29701138,-0.12223745,0.8446297,0.21335059,0.64427328,7.0042901,6.69947052,11.60624981,4.98904943,13.9337492,6.89597607,8.89057159,2.10434508,1.6604985,0.82586908,0.3637301,-4.3213582,13.22417545,-1.22886157,8.97048569,9.97987556,5.97206545,8.65228844,10.93429375,0.65652835,0.13162874,0.71684041,-0.72830033,-1.77462518,-1.04632485,12.6115427,0.00045834,0.0,0.0
510,109.52,48.42,2.0,0.21,8.33,97.0,2.60299683,4.77815771,4.74917603,3.81658125,3.98672795,11.04198933,0.00092886,11.38,1.59722877,2.18784189,-0.27431172,1.39437056,7.15468979,0.00447344,0.24137291,3.76288795,2.00856924,4.01950359,0.05,10.92680645,5.15715742,2.68291044,-0.33807442,7.54676819,6.1556325,-1.47234154,8.58395386,1.06436563,0.46433845,0.49579093,-0.23679307,11.70663548,4.79156923,5.10814428,-4.69073486,10.53955936,7.8812294,2.38633943,0.95194262,0.38567829,0.53474814,-2.81885695,9.96269131,4.13014889,5.31676579,1.50477624,-3.43787289,-0.97388583,6.46707678,-1.35163653,0.77854919,0.37783734,-0.61155874,-1.80988741,-1.19832873,19.37522125,1.594e-05,0.0,0.0
511,109.63,47.46,3.0,0.23,8.23,86.0,5.39171267,3.42623162,6.24432468,2.23646617,4.32468367,12.63335228,0.00039987,11.55,2.24435091,6.55877733,7.12531471,3.11339831,6.76338196,1.1300211,1.95900619,3.1556282,4.00623465,15.59952545,0.0,6.02797604,1.14877987,3.593961,-2.90908265,9.17666245,11.62834835,1.32632923,-1.40032935,1.16857004,0.54649526,0.45995955,2.50146151,13.17708683,7.59642982,8.84878922,2.3222034,5.89447737,5.37139893,3.18504405,3.94535351,6.36312771,0.01183507,3.48236465,8.82066154,1.91252339,-0.39838949,12.54616928,6.30354357,2.3781507,6.73497963,3.14370561,4.07872725,0.04374309,-0.8246972,-2.10560274,-1.28090549,23.83948326,1.87e-06,0.0,0.0
512,102.73,39.9,21.0,0.0,17.64,57.0,5.0593133,3.69293141,1.04838562,3.6503377,3.36274195,14.81074619,0.00012778,8.29,-0.09777303,0.81003129,2.99786663,3.84160924,2.36072803,2.9503448,-1.52904618,0.64396906,1.49721622,4.14416742,0.04,2.94058132,15.08949852,2.71124268,-0.33461115,2.28618073,0.21319196,6.29861403,2.12823176,0.2079208,0.03414124,0.85345125,3.51256633,-1.73527503,5.0917511,-5.25129271,-5.15646505,5.85888815,-0.28401235,6.28146696,-2.75978374,6.18558836,0.01307236,6.53273296,5.62099409,-0.81043798,6.24849749,5.71010303,2.4718895,8.01700306,5.9176259,1.31936824,1.38991463,0.23875295,-0.28819036,-3.54406404,-3.25587368,129.89402771,0.0,1.67,2.61
513,105.29,40.41,18.0,0.72,14.87,71.0,14.62030983,10.7622776,10.99511337,11.47821617,11.96397972,71.26347351,0.0,13.45,6.01940536,9.13033676,2.67419624,10.07282066,11.47087097,0.09527449,3.34982824,10.73362064,6.69329405,31.08980179,0.0,10.17518139,17.39816093,15.49116707,4.92136765,10.10382175,17.84127808,15.28713894,-3.78946114,-0.79812187,0.18978953,0.66320363,5.0122776,4.15626764,15.69960785,12.99985981,15.56621075,12.93881035,15.05901623,8.65246296,-0.12330584,0.0046403,0.9457065,9.2135582,6.6375761,20.85980225,17.08183289,22.41114426,14.22060394,18.16440773,10.29734898,3.18783045,3.10800767,0.07827135,0.38334751,-2.99645209,-3.3797996,134.60987854,0.0,1.87,2.9
514,104.94,39.9,10.0,0.55,16.0,89.0,5.06094551,4.46247053,4.84524107,4.6188612,4.74687958,41.60330963,0.0,6.98,0.50706977,4.75253439,0.77567405,3.12572765,-0.64780849,3.75738478,3.20317173,4.54685736,2.50257635,16.46160316,0.0,2.6393342,9.55815315,-1.82552528,2.78686285,4.61619091,2.59050703,10.19935608,7.3507328,0.08499239,0.00801549,0.9286826,7.62728786,7.4267416,5.51804686,7.74094296,7.0530777,2.33671665,4.23151398,-3.16620684,0.18612826,0.03946971,0.84256903,8.60331917,4.70084143,2.44408059,5.85757256,4.67373848,2.99364614,7.14420509,4.20386934,0.40065864,0.18005802,0.67143191,0.36548313,-2.70091534,-3.06639862,126.28799438,0.0,1.95,2.95
