x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0.00,0.00,0.00,0.76,10.00,4.35661983,2.59561825,2.36552072,6.09091282,3.85216784,6.34140491,0.01197094,14.88,10.42399311,3.16693449,4.60775709,1.17635942,-0.21282816,-0.11655633,2.50073552,1.10811400,2.83181357,4.77747726,0.03,9.68355465,1.16589427,4.59545660,-4.48638964,-3.95229053,6.48844433,7.69709635,-1.43328476,-3.62021971,3.42057085,0.06472543,13.54829121,10.40905285,0.91930306,-10.89064121,4.10271788,-3.72560763,3.40174341,-0.93561083,-3.99728370,4.28035784,0.03884807,-9.08532143,6.31445980,-2.06641197,10.59522820,20.33388710,0.20530513,-3.37305737,8.51109982,-1.96592987,1.06869781,0.30152507,0.23561589,-0.02289892,-0.25851482,0.93873334,0.33383553,6.15566492,7.11744499,0.96178019,0.42868721,0.00,0.00,
0.00,0.00,0.00,0.84,130.00,-0.56716126,-12.90493488,-0.70340347,-1.46356285,-3.90976572,1.06669235,0.30197655,36.82,-4.56950760,-12.03860760,-12.76053429,-4.55949116,-4.25115728,-1.71741533,-1.29318941,-11.62270355,-6.60157585,4.03687906,0.04,2.74199510,-12.81846714,-6.99197388,-15.71002102,-1.54489875,-34.67540359,4.11069345,-35.45363998,-10.89694405,5.10026264,0.02416749,23.82543182,10.21549702,-11.62221909,0.26850554,-9.12288666,-11.01559830,-3.44141054,-3.02327251,0.44809550,0.00865003,0.92592043,-8.46802998,24.09616280,-1.38084459,-11.21116161,6.79547071,-17.37441826,-5.18864679,3.14184856,0.96813041,0.04111303,0.83936698,2.39691591,2.82101989,0.42410380,1.44427073,0.23094526,20.58137894,23.91011238,3.32873487,0.70380139,0.00,0.00,
0.00,0.00,16.00,0.72,132.00,-3.88406181,1.46968496,1.72515595,-1.82326186,-0.62812072,0.14941737,0.69918589,15.80,-0.52937776,-9.64602757,1.18071854,0.89177561,-7.94908571,1.54754436,-3.81636953,-1.90468001,-2.52818775,2.74487567,0.10,23.82714844,-3.50172830,7.69766331,1.35076749,-6.81675482,-2.07523322,-1.45377529,-7.72935963,3.26779056,2.55260801,0.11047298,5.79684019,15.05732536,0.54640019,-1.35790718,6.49972391,-3.59571362,-8.89628792,-2.33838630,3.32773018,2.61805153,0.10601409,-5.65398836,-1.19348800,-6.72668314,1.16237509,-7.42392826,-15.36966324,2.00176072,2.52710128,-1.95908260,0.91563809,0.33888688,2.26986551,2.81017065,0.54030496,3.34962964,0.06878696,7.36677885,11.09037304,3.72359419,4.27409172,1.49,0.56,
0.00,0.00,13.00,0.56,145.00,-0.62806016,-0.53199232,-0.13761698,0.53838044,-0.18982224,0.09865115,0.75352854,5.88,-1.05437899,-1.78306067,0.72296572,1.13321686,1.68263733,1.27423239,-0.52243423,-1.27750742,0.02195885,0.00192303,0.97,-1.80814922,-0.38210720,1.07696307,0.74878359,0.21269014,-1.46685457,0.78803623,-3.54195666,-1.05287397,1.84318542,0.17492768,1.06233525,-0.61758250,-2.09442616,-3.02297854,5.04503298,1.05522430,-2.20475340,-0.82733768,-0.70663166,0.84892750,0.35710959,1.42454123,1.16835570,-1.42522466,-0.00413620,-2.35849380,-4.31911516,0.96701872,-0.49459401,-1.13138866,2.19784665,0.13856332,1.91245174,2.54093432,0.62848264,6.67171478,0.01054714,0.48146737,0.47068131,-0.01078604,0.00012889,1.49,0.56,
0.00,0.00,7.00,0.40,148.00,-0.17718959,0.56825441,-1.44482207,-1.12364280,-0.54435003,0.92519569,0.33637776,5.50,0.38522902,-0.65200955,-1.46945190,-1.40322518,-3.06607604,-0.80601436,0.12301970,-0.88803321,-0.97207022,4.23465395,0.04,0.57721770,0.53150082,-2.98374462,2.01285362,-3.35205746,1.78670585,0.80743134,4.39458323,1.67787814,5.42884016,0.02003318,-2.28384089,-1.50277686,0.45322043,-4.17166185,-1.88098061,-1.94079924,0.69332433,-1.44688952,-0.32789996,0.20608148,0.64996864,-3.58114266,-1.62812185,0.53167540,-0.24892744,3.90756297,1.04531658,0.78073049,-3.06290746,0.83508688,1.37855864,0.24066591,1.47810400,2.08563185,0.60752785,8.69013405,0.00360058,2.83164644,5.01919317,2.18754697,8.23950291,1.44,0.54,
0.00,0.00,4.00,0.26,150.00,-0.50676054,-0.43893293,0.14792000,0.49493173,-0.07571044,0.01392555,0.90608929,6.23,-0.46186274,0.86267680,0.04163455,0.64859629,-0.45553493,-0.65265352,0.27967280,0.98067504,0.15540053,0.08128928,0.78,-6.29480886,1.08195746,-2.60377622,0.90400076,-0.25615808,0.76245683,-0.07910796,2.60512805,-0.94089252,1.32926083,0.24925126,2.50611949,-0.65194833,1.50316370,-2.01724482,2.87456393,-1.64530039,0.10664127,-2.41841078,-0.40774733,0.24937148,0.61764337,-5.89995766,-0.65103465,1.70059311,2.80217481,-2.10247326,0.43016151,0.09782771,-0.64162344,-0.96120751,1.42390394,0.23308497,1.11902201,1.59721696,0.47819495,6.48059273,0.01169968,2.67198133,1.85859883,-0.81338263,0.64841473,1.39,0.52,
0.00,0.00,2.00,0.17,164.00,-1.01703417,-0.83428419,-0.99629939,-2.36914396,-1.30419040,4.59091711,0.03241463,5.92,0.44259238,0.17226554,0.27747309,-1.28341687,-0.77681822,-1.86552060,-2.73994875,-4.17632198,-1.24371195,5.91336441,0.02,-2.14024138,0.98742610,-1.48514569,-1.81344783,0.95405793,-1.48845732,1.01314139,-2.51174188,1.55932760,3.98066545,0.04633475,0.23888606,-0.56058419,0.41712862,-1.14286399,1.19431221,-2.03854990,-1.92259800,-5.02413702,1.29418755,2.77813387,0.09591692,-2.69547272,-0.60669035,-4.62721062,-1.47921908,1.04593670,-0.25373581,-0.13683449,0.33305204,1.25230050,2.64867401,0.10399591,0.82697910,1.15404153,0.32706243,3.25688386,0.07270764,1.38292885,1.88295579,0.50002700,0.31995335,1.34,0.50,
0.00,0.00,1.00,0.00,166.00,0.72998655,-0.36768198,0.55517602,0.42555797,0.33575964,0.27853644,0.59779469,6.19,0.35627377,1.20840466,-0.62117076,-0.12300093,1.13177884,0.43062624,-0.15251075,0.62606466,0.35705823,0.40917805,0.52,-1.11863232,-0.37930703,-1.10655177,1.20083737,3.61374521,-1.47401130,-0.74747294,-2.12020469,-0.74305606,0.82892293,0.36283461,1.56122351,-1.09479189,-2.64017749,-0.00867536,1.58057427,3.46075439,2.82116055,-0.78164726,0.09646465,0.01409647,0.90551762,-1.86905468,3.10068870,-0.20295438,2.05267262,-0.63129622,3.35389590,-0.73983812,0.23157242,0.30201280,0.14113006,0.70725110,0.60728639,0.82953727,0.22225085,1.70063591,0.19378248,-7.43863249,-7.16277027,0.27586222,0.06887238,1.34,0.50,
0.00,0.00,0.00,0.00,163.00,-0.21315840,-0.35446095,-2.31797814,0.94821817,-0.48434484,0.50098550,0.47925420,6.66,-0.13747947,0.86041272,-0.66532397,-2.45032573,2.25361156,-0.17779604,1.32913244,3.16665149,0.52236044,0.71198463,0.40,-2.94881964,-1.24374199,-2.73733902,-2.13848090,4.00698519,-0.43072382,2.02706623,1.68176162,-1.24054444,2.01016712,0.15660371,-0.11791603,-4.05430126,-3.83986902,-7.98071575,-3.67073321,2.37866569,0.90165114,-1.64343226,-3.26455760,14.26019287,0.00016994,-1.49137604,-1.84575403,-0.16527461,2.31820917,-1.57068467,3.19871163,-2.09996367,0.28471318,-1.13981295,1.73687291,0.18788007,0.51102018,0.66866463,0.15764444,0.91591501,0.33976600,1.06278157,1.38004100,0.31725940,0.11345831,1.29,0.48,
0.00,0.00,0.00,0.00,173.00,0.04923908,0.77378696,-1.06250501,0.87203103,0.15813801,0.03752389,0.84644685,7.94,2.58737254,-0.45116195,2.50582528,-3.39673853,2.56058049,-0.36822489,-1.47421491,-1.91785610,0.00569774,0.00000000,1.00,-0.64362752,-0.05922173,5.77977753,-2.37643957,8.50232029,1.56345499,-3.70702219,-1.11072671,-0.13363945,0.01655123,0.89766287,0.28678995,-2.43738818,3.74857092,-6.68458939,1.14548719,-4.73718977,-0.99420410,-0.27222452,-1.92469156,3.44871211,0.06363654,1.39048398,0.25209644,-0.03781219,-4.43849516,-0.21238591,-1.43788207,2.23983026,3.46331882,-0.80471545,0.60783345,0.43581530,0.45494148,0.55891842,0.10397694,0.34711915,0.55644831,8.00035667,8.97724533,0.97688854,0.54246300,1.24,0.46,
0.00,0.00,0.00,0.00,180.00,-0.48133445,-1.11022258,-1.05382907,-0.31598720,-0.74034333,0.89384413,0.34469634,7.62,0.42111012,0.15696624,0.58092499,-1.51665854,-0.54085213,0.05464768,1.46771801,2.28181744,0.36320922,0.27419361,0.60,-0.36854476,-6.47891283,2.09114766,-5.16043329,-0.74629056,-1.05439401,1.67574179,1.73734796,-0.77250743,0.59776670,0.43963997,1.77723312,-1.99396062,0.31972659,1.06061053,-3.95854902,-0.95707804,-2.56506562,-1.53407681,-0.71560687,0.51180977,0.47454710,-1.84993088,0.34970087,2.29932070,-1.80788338,-1.79924178,2.25148845,-4.54495859,1.57594359,-0.06005171,0.00370274,0.95149241,0.42337674,0.50557637,0.08219960,0.20543861,0.65088351,-1.71009147,-3.42817926,-1.71808779,2.84650159,1.21,0.43,
0.00,0.00,0.00,0.00,164.00,0.40619004,-1.09888315,-1.17607164,0.66026628,-0.30212462,0.19092166,0.66225746,6.73,-1.02591050,-1.03671074,1.96553707,-0.11287823,-0.57624316,-0.15289609,2.42237973,3.81242681,0.66196311,1.07512987,0.30,-1.79171002,-6.24134779,2.30709291,-0.10581744,-4.15397787,0.69916648,1.19096243,-1.32028234,-1.79682767,4.14340544,0.04209751,-2.37854767,-1.69943702,-0.95643550,-3.32425690,-2.03680253,-1.94089735,2.41845465,0.38756281,-1.82486522,4.27255726,0.03902588,-3.78396368,0.86425501,0.94215775,3.62745428,-0.87984109,0.68004608,-1.26672542,3.08195996,-0.18699977,0.04589166,0.83042271,0.59558368,0.74429905,0.14871533,0.79704356,0.37310811,-5.26669216,-4.56613445,0.70055759,0.44265383,1.21,0.43,
0.00,0.00,1.00,0.10,163.00,-1.23433280,-2.62173557,-0.91779864,-1.09669161,-1.46763968,6.05675316,0.01404355,5.80,-1.28494143,0.08988173,-0.52821672,-0.95387638,-1.46894038,-0.30853826,0.68915379,0.52589840,-0.40494740,0.49913856,0.48,-1.32834351,-3.14108348,-1.51060426,-5.22556639,-3.64165831,-4.43697691,-0.29070503,-1.43909955,-1.48586178,3.77785969,0.05225498,-0.47170898,0.29389587,-2.24431825,-1.23812068,-1.32338810,-2.40948296,-0.09377089,0.20854256,0.16610418,0.04745694,0.82759974,-4.98731232,-0.58316410,-4.10412741,-0.74641478,-0.72569585,0.72425431,-0.36609930,0.73991752,-0.20579356,0.07484289,0.78447629,0.92510241,1.20389760,0.27879521,3.13351083,0.07830214,4.20973730,4.06099844,-0.14873873,0.02174507,1.17,0.41,
0.00,0.00,3.00,0.16,163.00,-0.36136493,-0.45687655,-1.11023247,-1.18903446,-0.77937710,2.68601251,0.10158908,4.63,-0.30574152,-0.18706182,-0.14233077,-0.73953199,0.04904100,-2.19684696,0.08757801,0.62716126,-0.35096660,0.70148313,0.40,-0.61423254,-1.41169703,0.20578551,-2.59281874,1.58996439,-2.68509936,1.61431408,0.85384035,0.80375731,1.74879587,0.18637333,0.80767024,-3.79153037,-1.57385516,0.52788103,-1.75987947,-2.70006895,0.69082069,-0.68481612,0.09440623,0.02434830,0.87603791,-1.05498588,0.50969994,-0.19237070,1.79858637,-1.54976702,0.83180213,-1.96220231,-1.61317337,0.84959906,1.99501741,0.15817241,1.15000045,1.49544239,0.34544191,4.37062645,0.03789386,-3.20804286,-3.20963955,-0.00159660,0.00000000,1.12,0.39,
0.00,0.00,0.00,0.25,149.00,0.10709358,-1.35220480,-0.67384773,-1.27466321,-0.79840559,2.90853977,0.08846332,4.55,-1.17163086,-0.53227597,-0.22782123,-1.98160481,-1.43307388,-0.14814821,-0.45530772,-0.29297879,-0.78035516,3.61317205,0.06,-1.33435452,-1.22560990,-1.96265042,-0.95088112,-4.97108603,-2.07774472,1.24231637,-0.39898321,-0.06230249,0.01082240,0.91716875,-0.97781700,-0.80728173,-0.11664277,0.15820132,0.73792571,0.18560977,-3.76028204,-0.86631191,0.62238538,1.08755207,0.29730194,0.97163576,0.52109104,-0.85384327,1.70036483,-1.38025725,0.64316237,2.30686808,-3.42045617,1.33485866,5.12588072,0.02381539,1.20871890,1.49202168,0.28330278,2.59735966,0.10870181,-3.67707777,-2.29373837,1.38333929,2.48871231,1.09,0.38,
0.00,0.00,9.00,0.38,136.00,0.00455416,0.33896577,-0.29821450,-0.10581548,-0.01512751,0.00203124,0.96406226,3.29,0.18679026,-0.69505686,0.07250118,0.56789958,-0.03913832,-0.23852879,0.08243034,0.66524529,0.07526784,0.06733188,0.80,-0.67518735,-0.38581717,0.34228304,0.41081926,1.40380061,0.58799899,-0.46657538,1.77357829,0.44825584,1.06926656,0.30139655,0.93898410,-0.70150363,-1.90931368,0.66672081,-0.87393087,-1.41877162,1.23380768,-0.00223220,-0.20546700,0.22801928,0.63311552,-1.56954575,-0.49045610,-0.41745746,0.61969841,-0.11119714,-0.22073454,2.80028129,-0.64387828,0.06764480,0.02526616,0.87374228,1.08867347,1.21757448,0.12890105,0.46029183,0.49831310,3.65706944,3.94902182,0.29195237,0.22482692,1.09,0.38,
0.00,0.00,13.00,0.56,90.00,-0.17387776,0.89842170,-0.14637682,0.30915913,0.22183158,0.26654842,0.60578583,4.18,0.74793369,-0.35937452,1.05575430,0.65711731,0.07859891,-0.16974197,-1.15077674,-1.15060127,-0.03638627,0.00982443,0.92,2.31168342,1.86432528,-0.78745431,-0.85313469,0.67689806,1.67415726,2.01113844,0.33711889,0.57807463,1.10042667,0.29446181,1.54220593,-0.16474965,1.97290576,-0.91817468,1.95011067,-1.23702955,-3.61634684,-1.34319317,-0.46506616,0.72994560,0.39313440,0.74860531,0.43132696,-0.61959660,0.96008199,-1.96603191,-3.22747779,0.86061001,1.78579080,-0.42616481,0.62020904,0.43118264,0.68149829,0.62078387,-0.06071442,0.07772327,0.78071000,4.47774267,4.61069822,0.13295582,0.04143779,0.00,0.00,
0.00,0.00,0.00,0.00,26.00,1.25574803,3.22432852,2.89470911,-0.91178709,1.61574960,1.97436762,0.16033673,11.18,0.14304034,2.38782930,4.49262381,5.26202345,0.21645547,3.67987680,0.94174802,4.44826221,2.69648242,7.40712214,0.01,9.39821148,0.46265402,0.58245951,4.19037676,-7.49425411,5.05244303,9.53330612,2.02935219,4.09878588,7.84151649,0.00521833,-8.18534279,3.63631272,13.53759193,5.74440289,6.76917028,4.61877966,-5.13420725,0.19967398,3.90347695,7.32835484,0.00691964,-1.15411437,-0.28609154,-2.55346751,4.24510145,-1.66989362,8.40915203,2.39459300,1.03019500,2.08217716,2.05591059,0.15197343,-0.10901280,-0.35013434,-0.24112155,0.84046072,0.36042721,-12.83836079,-13.04357338,-0.20521325,0.01713539,0.00,0.00,
0.00,0.00,0.00,0.83,136.00,3.66196179,-1.74627388,-3.17772365,-1.71509266,-0.74428213,0.36563778,0.54554705,11.97,-1.07643926,3.63913870,-4.53673124,0.45475140,1.22690392,-0.64855450,3.07837296,2.20456505,0.54275090,0.24712358,0.62,-14.51290512,1.00693357,-9.68830776,-2.39970279,1.10811603,2.75215721,2.17607641,5.55884409,-0.03742951,0.00050482,0.98207958,-1.49974656,-5.63279247,-11.45633030,-2.32262921,-2.51471543,0.06036879,1.87291479,-2.46757030,-1.49112666,0.90432954,0.34188574,-1.46608210,-0.17731450,12.29149151,1.19401324,8.15085125,12.54848480,-5.13879395,1.65667629,5.43390608,12.47471905,0.00043403,1.49917889,1.83300686,0.33382791,1.19216716,0.27627543,1.29258525,2.65249372,1.35990858,1.23083389,0.00,0.00,
0.00,0.00,20.00,0.71,136.00,2.41351724,-0.73929906,-0.04278762,-0.43460891,0.29920542,0.11472984,0.73490275,8.59,-0.15814961,3.29047847,-2.30720305,-0.52616501,1.87217665,-0.07650729,2.82541442,0.51171011,0.67896932,0.75720227,0.38,-9.39103413,-0.68763000,-6.47777224,2.98720694,1.78942215,3.90427113,-0.65514910,2.69427752,-0.33732492,0.09105743,0.76290876,2.03477621,-1.26750195,-1.75757110,-1.79228067,1.24217582,2.96207380,3.70023966,-5.69861078,0.27007511,0.05767371,0.81026744,-1.11755645,0.24010210,11.64717293,4.74308920,2.78487706,7.05715942,-2.47649503,-4.34979582,2.94147587,7.13883018,0.00768330,1.38528061,1.86777544,0.48249486,3.31824875,0.07008736,-4.56561756,-3.49408650,1.07153106,1.08861566,0.00,0.00,
0.00,0.00,12.00,0.58,152.00,1.07815266,-0.41864434,-0.98274767,-0.67743808,-0.25016937,0.18288101,0.66901322,5.69,-0.77718920,-0.45039031,-2.44820428,0.56142890,-0.30751702,-2.10752606,1.80271506,0.09386627,-0.45410207,0.89133197,0.35,-2.78829718,1.68682683,-1.91603160,1.60722804,1.58676803,-2.02157140,0.15023163,-1.54165053,0.30971083,0.17070422,0.67958782,1.60526097,-0.71072781,-3.99802852,-1.63754189,-2.85057044,-2.36956620,4.02980709,-1.57630181,-0.37592921,0.25759685,0.61190373,-2.23698235,0.66902107,7.11095476,2.41214418,-0.73227018,0.76800245,-1.71820247,2.68746066,1.92585158,6.91778517,0.00868402,1.22610867,1.85218406,0.62607539,7.49800587,0.00676407,-0.05050370,1.80277967,1.85328341,5.71678877,1.43,0.52,
0.00,0.00,0.00,0.43,158.00,-1.13545573,-0.59214240,-0.15166134,-1.00858963,-0.72196227,1.08849037,0.29709148,6.73,-0.42196795,-0.30008516,-2.20499921,1.03903139,-2.00352407,-1.54958797,-0.24589995,-0.61871320,-0.78821826,1.88171887,0.17,0.82958859,1.92459428,-2.16940665,-0.17443492,-2.72291827,-1.09552479,1.00599885,-2.96586347,0.41642126,0.21993439,0.63920660,-2.81401253,4.05710411,-0.07128344,2.56166124,-0.51445335,-3.18254423,0.11637272,-1.94707704,0.78712302,0.80001175,0.37133553,-4.85175896,-1.54106188,-0.98729634,0.67225593,-1.79973245,-0.22734214,-2.96118951,3.00530696,-0.06815290,0.00607550,0.93788919,1.09741831,1.75053275,0.65311450,10.55315304,0.00137158,6.88336992,7.83936882,0.95599896,1.07068264,1.43,0.52,
0.00,0.00,0.00,0.30,154.00,-0.26390362,0.20167479,-0.84025317,-1.74528039,-0.66194063,0.88191217,0.34793529,6.86,-2.09475040,-1.81690228,0.41210216,-0.86347336,-0.90346634,-0.11143982,-0.06299452,-1.83806252,-0.90987337,2.43312669,0.12,2.47926903,-0.32450992,-0.40943301,-0.58908725,2.28909612,-0.89150089,2.91888237,-3.27823234,1.99598098,4.88233185,0.02739093,-0.02597424,-0.02409039,1.91182268,-2.20880699,0.26106894,1.58470190,-4.80478096,-3.98916578,0.87835604,0.95733351,0.32812974,1.04034567,-1.23850060,2.01241231,2.72065639,-1.43137848,-1.86966717,0.80428761,-4.44305420,1.50626338,2.86536360,0.09086083,1.04159427,1.57598460,0.53439027,8.17036438,0.00473329,-5.65819645,-6.01552248,-0.35732642,0.17839569,1.39,0.50,
0.00,0.00,4.00,0.23,165.00,-0.27947927,-0.10089905,0.10029601,-0.65966618,-0.23493712,0.14662066,0.70187808,5.97,-0.67047995,-0.13596766,-0.58628833,-0.44437370,0.47273317,0.19699052,0.55795550,-1.29868603,-0.23851456,0.20122629,0.65,0.95807517,1.92412651,-1.32940745,-1.54138601,0.30120015,0.68379664,0.86438239,-2.64792061,0.53813338,0.46693406,0.49458173,0.69885159,-0.72041345,1.05111206,0.11269693,0.39562801,0.73291641,1.03758645,-2.78844309,0.71733278,0.83565658,0.36089349,0.38637030,-2.22457910,0.02069818,-2.59744525,0.12637565,1.78706646,0.67317611,0.16838941,0.35206088,0.20533152,0.65056360,1.01072562,1.34212971,0.33140406,3.22593355,0.07406923,1.40110743,2.98643231,1.58532500,2.79242492,1.34,0.48,
0.00,0.00,2.00,0.18,166.00,0.71555811,-0.77452368,0.09537447,-1.81647134,-0.44501561,0.46386024,0.49600395,6.36,-0.37740013,-1.16406322,0.70829248,0.30984503,-0.94075674,-1.26083934,0.90845060,0.08011416,-0.21704465,0.15123169,0.70,-1.47320378,1.57149422,0.35305205,0.69746751,-0.94805986,-1.32062125,-3.68745852,-1.68306994,1.01787138,1.47168541,0.22540698,0.82414722,-1.91256595,2.06283808,-0.09773987,-1.77494776,-1.16578412,3.04468846,-0.26512128,1.91784310,5.29183340,0.02165984,1.32657480,-3.54084611,2.30041933,0.31190795,2.60164309,4.57123470,-0.55250555,-0.89787966,2.49224520,9.17211437,0.00252937,0.95216990,1.08158469,0.12941481,0.48192787,0.48839830,1.61311615,2.47224450,0.85912848,0.72005993,1.34,0.48,
0.00,0.00,1.00,0.00,168.00,-0.09750134,-0.40948120,-0.29480669,-1.03173161,-0.45838019,0.38769919,0.53367206,7.16,0.04099736,1.58062792,0.74087030,-0.17226996,0.88392180,-0.60062438,0.35739863,0.66434878,0.43690881,0.47273186,0.49,1.95524204,1.00206971,-0.92135257,1.71427429,-3.70350170,-1.60645354,1.12466002,-3.71999288,0.63051862,0.44714624,0.50386945,-4.62470007,-1.73013842,2.18354607,-0.53791094,2.36923075,2.47182751,-1.13319373,-1.98604620,0.76066089,0.65901661,0.41712786,-0.46483535,-3.03815722,4.78793144,1.22448516,-0.62302375,0.32486588,-0.41075903,-2.28652453,1.00056064,1.15814328,0.28214723,0.88394958,0.87286288,-0.01108668,0.00315342,0.95527711,3.45576262,4.39518785,0.93942511,0.72707433,1.30,0.47,
0.00,0.00,1.00,0.13,169.00,-1.15625429,-3.10611725,-3.14969826,-3.31918621,-2.68281388,7.11170816,0.00779832,9.79,-1.82079852,0.92276829,-2.28578329,-1.77547538,-0.05093331,-2.62919259,-0.93454945,-2.48724294,-1.38265097,2.53775430,0.11,-0.34398898,-1.66698790,-8.32851505,2.48910642,-3.42688680,-7.50744867,-2.21209931,-3.88848710,0.34853780,0.07335618,0.78657523,-5.71133709,-4.27137089,1.70864403,5.55766439,-5.51995754,-6.75535631,-6.36240244,-3.72997212,0.24478056,0.03683428,0.84784733,2.72165322,2.43437386,3.09849358,-5.25588942,-3.25382829,2.15506530,-4.86181021,-6.91592932,2.23497534,3.11695004,0.07783002,0.79983413,0.71552616,-0.08430795,0.14565417,0.70314994,1.25390089,1.98106372,0.72716284,0.37403345,1.26,0.45,
0.00,0.00,1.00,0.14,157.00,-0.08217989,-0.01692837,2.33857274,-1.64980519,0.14741482,0.02992482,0.86270058,8.29,1.24984300,1.74990082,1.92221987,1.89258254,1.88716543,1.37968194,0.54556352,-0.88287818,1.21800983,2.53402591,0.11,1.02574193,-0.66778058,-8.01033878,7.88471460,2.62735415,-2.47250032,0.73863894,-0.60526001,1.77723312,2.70709634,0.10026142,2.27548933,0.02176443,9.40870857,6.54404211,1.62768817,0.09014606,-2.75875092,1.05200469,4.06385994,14.19833374,0.00017553,-0.53767323,2.87910151,1.68082011,-5.54868650,3.40938115,-2.23159909,-0.15945244,-0.98133934,1.54156220,2.05717945,0.15184722,0.77808750,0.67797929,-0.10010824,0.18030766,0.67158942,-2.02855396,-2.48000073,-0.45144677,0.11728111,1.23,0.44,
0.00,0.00,2.00,0.16,154.00,-0.96969253,1.86891592,-1.55115998,-2.15024471,-0.70054531,1.07900321,0.29920500,6.56,-1.15442634,1.57380831,1.96926618,0.80866981,-1.15672994,2.14153242,-0.42304915,-2.80498934,0.11926026,0.03917082,0.84,0.23986162,4.46257305,-1.53199959,4.47513342,-1.63424253,1.26895845,5.00004101,1.51207888,4.04254007,22.04630661,0.00000309,0.44286901,0.74283993,4.29996061,-1.24626958,-3.03644466,1.86911976,-8.75311375,-7.31069231,0.55915385,0.43914774,0.50770841,2.01866722,-2.19337344,1.73295105,-3.32338905,-2.48009920,-2.46716785,0.25921360,-0.44237092,1.25399613,2.16470432,0.14157091,1.01329720,0.98508221,-0.02821498,0.01621895,0.89879517,-1.31879115,-3.37592363,-2.05713248,3.60867095,1.24,0.43,
0.00,0.00,0.00,0.21,160.00,0.66067880,0.09595118,1.00883412,-1.12190318,0.16089025,0.07745739,0.78083827,5.62,0.78635716,0.92344791,0.69998431,1.21486723,0.47717547,-0.14277872,1.22602952,0.86010098,0.75564796,2.22665191,0.14,-0.03820073,-3.64180636,-3.53581643,5.02908516,-1.26038933,1.68761337,1.72314703,0.60867208,1.23917460,2.84697342,0.09190213,-2.51368594,-0.24762961,6.12772942,1.72159576,1.36438608,-0.54991513,2.12132812,-0.95423216,2.13995790,8.53584099,0.00357167,0.63659394,-1.75174093,-0.12199772,2.58908129,3.60005379,4.43065596,-1.43295085,-3.29721689,1.67911506,5.36147976,0.02081649,1.37661481,1.48851526,0.11190043,0.32163373,0.57129690,1.51137888,0.78391665,-0.72746223,0.64907336,1.17,0.41,
0.00,0.00,0.00,0.28,151.00,-0.12817569,-0.27147728,-1.56954765,-0.39117569,-0.59009409,1.98707175,0.15899949,4.07,-0.23957905,-0.04745833,-0.00141872,-1.70658755,0.16043127,0.47490022,0.99133611,-0.91226834,-0.16008055,0.19715555,0.66,-2.20018697,0.72367001,0.16598530,-1.01296055,0.40693808,0.87487805,-0.37241778,-0.80457085,0.08753358,0.02647422,0.87078508,-0.86668944,-2.52141547,-1.71762276,-1.42920196,-0.32899812,-3.18915725,-2.53465819,0.00608996,-1.14910793,4.62231922,0.03183171,-0.05284157,0.98282617,3.93285513,-0.83384979,0.52666956,-2.56892991,-0.65735054,-2.94488955,0.31716740,0.36643195,0.54511240,1.49807084,1.69203615,0.19396529,1.00035775,0.31849604,1.96858644,1.61504006,-0.35354647,0.25299993,1.12,0.39,
0.00,0.00,0.00,0.36,145.00,0.17468858,-0.59379166,-0.15128945,-0.58895254,-0.28983629,0.62336040,0.43001323,3.57,-0.79110509,0.27553058,-0.56682211,0.39613292,-0.31667003,-0.36263931,0.54001087,1.03076959,0.02565091,0.00634165,0.94,-1.70502460,-0.85347110,-0.58136159,-0.90409267,-2.34501648,0.25877064,1.77258897,-0.90981227,-0.02036296,0.00186605,0.96555371,-1.72077882,0.76864624,-2.03214717,0.98720449,-0.21939121,0.51413685,-0.10579639,0.94966710,0.44929558,0.92229337,0.33713852,0.54810768,-1.50150681,-0.19189970,2.69348025,-1.09098697,0.98750430,1.04139495,-0.86426938,0.75617790,2.67661953,0.10219089,1.30403543,1.45145547,0.14741999,0.50983530,0.47608640,5.23226357,5.61701202,0.38474849,0.34681737,1.09,0.38,
