x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
106.47,52.22,19.00,0.00,7.97,35.00,5.20923567,7.36145115,1.96622396,8.95199108,5.87222528,17.17637253,0.00003748,13.45,0.69113910,-0.22377415,7.03792238,-1.44162166,-6.64564133,0.94536412,2.17039776,0.18103559,0.33935273,0.08066630,0.78,7.28860521,11.91386604,8.96207905,18.79208946,-2.13482928,5.10495758,8.91912174,-2.72156525,-1.80539846,0.97532684,0.32363931,-0.20871320,-1.98418355,5.46309996,-9.04796982,5.01150942,2.09942794,3.10192013,12.25523567,-6.85735893,14.36031818,0.00016172,10.75432682,2.19078207,18.43485260,-1.17598009,-7.72451687,7.82096148,8.01909065,5.43374825,-3.47120523,3.76127338,0.05278674,-5.04761505,-5.49180651,-0.44419113,0.06871197,0.79343819,30.55916023,23.30706787,-7.25209188,0.76848954,1.65,5.47,
106.66,51.32,20.00,0.00,6.70,36.00,5.11094379,6.63342047,4.82886839,5.48679066,5.51500559,11.48971939,0.00073213,15.44,-2.54013300,6.80475760,12.07292271,2.57054162,-0.24815379,-1.42751133,2.95065403,2.14917374,2.79153156,4.28933620,0.04,3.37188053,5.70900965,13.60152912,10.74630356,0.48928162,0.89139658,0.50762111,14.83796406,0.92171377,0.18941407,0.66351640,-0.55940706,6.54896164,7.67723227,3.47894287,12.69338417,-4.64802933,3.35989833,9.67452145,-0.57282770,0.07521656,0.78395495,-0.20305024,13.16685200,19.94958878,2.56626821,-3.68126750,7.44283056,10.76771927,-9.09619045,-0.32532164,0.02526361,0.87375012,-0.30799332,-1.44153571,-1.13354230,1.57108271,0.21122548,23.15914345,13.18314934,-9.97599411,19.63574982,1.65,5.07,
106.28,50.55,21.00,0.00,4.93,56.00,13.71366501,3.51605892,12.43851662,7.67316055,9.33535004,17.37692070,0.00003380,21.25,3.89522600,6.46149063,-0.97289908,2.73041964,18.80415535,9.62942886,7.70294333,4.18355417,6.55428982,12.20204544,0.00,-1.21640396,-1.92813158,3.24745345,-8.10908604,18.87290001,10.22760487,5.53148842,4.24666834,-4.03885317,1.92078137,0.16613792,14.41570187,8.99230480,12.19914627,10.31623268,16.21664619,23.17066002,14.26875019,2.56649661,5.07230473,3.09620929,0.07883838,6.12279654,22.03407288,-6.45977068,17.91815948,29.90765762,8.20911980,13.83458519,13.93663025,5.63800144,3.93448400,0.04763046,-0.14680712,-1.34458697,-1.19777977,6.13405943,0.01392528,-5.30495548,-5.30949640,-0.00454115,0.00000000,1.68,4.86,
101.29,47.38,0.00,0.00,7.62,37.00,17.66433716,4.86198902,23.40777588,9.09002113,13.75603104,5.00072002,0.02559615,58.37,6.58928728,21.06553650,-30.33126450,-0.97082990,29.47208977,12.31311035,42.90633392,10.76176548,11.47575378,5.15253592,0.02,-40.51749039,10.23364830,-37.32056046,-0.94253528,-3.04913592,24.25963402,71.15464020,29.89192200,-3.22533321,0.16601875,0.68377827,33.32388306,29.32746315,-1.40745091,12.20220947,44.98837280,58.69554901,33.21663284,-14.66727352,15.58894634,3.91388917,0.04821460,35.74889755,40.32043457,-33.58301544,-3.72732186,57.03878784,-31.20199585,43.80236435,25.62915421,7.59754467,0.95684546,0.32826424,-0.89469951,-1.90930891,-1.01460946,7.44134808,0.00682806,-197.20495605,-189.49815369,7.70680285,0.36964831,1.68,4.86,
100.52,46.43,20.00,0.77,10.01,32.00,19.39916992,-11.95039845,17.80492973,-1.24670482,6.00174904,0.81596118,0.36662019,63.05,-11.21596146,51.64792252,-13.74769402,11.84579182,26.72447968,4.54743862,3.15823555,4.08515072,9.63067055,3.05201745,0.08,-62.46529770,44.62544632,-30.30956459,-24.84866524,-11.48899460,12.53531456,-6.78985548,-11.16635323,-10.94423294,1.61296332,0.20442702,31.14550591,73.73510742,-12.08517075,-4.59728909,77.51205444,39.47935104,-24.77314186,-36.76148224,19.71961784,5.54283476,0.01878557,-20.17733192,44.82815552,-6.83480453,61.85981750,19.71468353,-40.19550323,39.97833252,49.27698517,19.14975166,5.18295383,0.02306001,-1.21464145,-1.98642087,-0.77177936,5.36791468,0.02132251,-178.23434448,-196.20317078,-17.96882057,1.98810410,1.72,4.63,
100.76,45.55,19.00,0.73,10.74,25.00,4.48750591,-7.67878532,-8.60117149,7.13634825,-1.16402578,0.05167708,0.82022511,48.60,-21.10897255,18.48738289,-2.19058013,3.67853165,-17.73709106,-17.42225075,-20.32165146,-4.80698490,-7.67770195,3.26916528,0.07,-42.35940552,39.11009216,-20.80998421,16.25230408,-25.37757111,-10.15482998,-10.62477303,-12.05713844,-15.35580349,5.36713362,0.02075913,-17.32926750,13.06133747,14.82338524,-17.48050117,-8.38036251,-15.20233059,-26.87137413,-14.71764469,-16.15122604,6.01365089,0.01439787,4.79535103,17.29408646,7.00629902,23.93778229,-8.21616077,-18.34904480,-10.14304161,21.36302948,-3.05910921,0.21713135,0.64135509,-1.12894011,-1.65231812,-0.52337795,3.19775915,0.07495504,-105.39391327,-122.37261200,-16.97869873,3.53092241,1.79,4.52,
101.69,45.55,17.00,0.70,9.30,41.00,6.96188498,0.80586779,1.06298184,5.38904095,3.55494380,0.86085379,0.35376388,36.36,2.99828053,-14.12547302,-4.39083624,15.95665073,6.22544622,-2.65610504,-12.90050316,10.89408398,0.25019294,0.00624786,0.94,-0.54531425,5.57581806,2.19631886,11.43513775,10.35970497,0.38333246,-26.13402176,-3.26627851,-5.11163521,1.04497993,0.30696005,11.90349770,-27.62753868,-3.69981050,16.84209251,12.56225681,-16.70385933,-1.08229518,16.15564156,-4.56999493,0.87069529,0.35103070,3.05785084,-13.24508762,-0.88014561,29.08765602,3.98370171,14.16926098,-5.53258085,27.17221069,1.63371038,0.11170425,0.73829547,-0.72257161,-1.10835135,-0.38577971,2.05678558,0.15278415,-45.98752213,-50.34991074,-4.36239100,0.36119610,1.83,4.37,
101.69,45.44,15.00,0.64,9.46,39.00,19.70006180,16.69257927,10.34504032,16.45160675,15.79732132,38.20616531,0.00000000,24.25,4.96898746,3.97772789,9.29859352,3.46979928,19.91006660,9.45966434,9.14494610,1.83539855,7.75814772,12.84344864,0.00,26.72765732,8.60051727,14.13220119,5.63124180,34.74252319,25.64152718,15.20768261,5.78520060,0.44697183,0.01817187,0.89279983,3.64291501,4.38596296,10.52308846,23.95627213,17.98457527,-0.22256044,16.10576248,7.14876318,-5.82562447,3.14997697,0.07628970,10.62424374,21.57365990,29.06650925,4.36298943,31.84163094,26.78885078,18.40909195,14.23143959,3.45558763,1.11847830,0.29055003,-0.43962529,-0.77271837,-0.33309311,1.56504941,0.21210158,34.24526596,34.12625885,-0.11900879,0.00080893,1.83,4.37,
102.11,44.72,12.00,0.53,9.98,54.00,10.45682144,7.20191765,13.36752892,13.16178894,11.04701424,20.83922386,0.00000573,22.96,-1.69713664,15.07535553,-6.43287277,1.57462955,9.44189358,4.65262985,6.16999960,2.24846482,3.87912035,3.67217517,0.06,12.67023277,11.69048691,6.55706930,-2.90094304,5.72544479,14.22773170,5.97810698,6.38007021,-5.85583878,3.42465973,0.06457999,9.80764580,29.15422440,4.39415026,17.44550323,1.13535321,28.20912361,19.67518044,-2.88277721,0.37755066,0.01508245,0.90228641,-9.24135017,24.64813423,-7.18436670,7.49776936,37.47324371,-7.63226223,11.72713280,21.04858017,-3.22610569,1.13883507,0.28620486,-0.69985014,-0.88265169,-0.18280159,0.40371123,0.52576229,-41.91351318,-39.32575226,2.58775973,0.45196733,1.86,4.27,
102.22,44.02,0.00,0.39,10.99,53.00,22.04730606,10.37976646,15.32429504,15.46582508,15.80429840,59.87957382,0.00000000,19.38,4.83493090,17.44429779,11.20979500,3.11236453,14.98618317,8.72036934,8.29860783,1.11323094,8.71497250,25.00663376,0.00,-0.44724587,25.31326103,2.00637627,1.29657340,22.78025627,10.94136143,20.58650780,5.28573036,-4.72537947,3.19671249,0.07414639,21.99598312,19.75643158,24.68511200,13.44968414,26.07887077,21.02680588,5.68413544,-8.34568119,-0.09021711,0.00118223,0.97257946,13.06919098,31.21701813,28.01115227,18.66688347,20.25151825,17.48430634,22.04600525,24.33430862,6.51990318,6.19880152,0.01297585,-1.31975543,-1.26355445,0.05620098,0.03097633,0.86043627,-3.68720651,-12.16420555,-8.47699833,4.40161514,0.00,0.00,
102.22,43.32,0.00,0.00,12.16,66.00,9.11174488,8.40848160,5.74524641,7.25219488,7.62941694,53.33205795,0.00000000,9.91,3.62063289,1.85245645,7.22545052,2.60574055,0.20134383,3.84519124,7.29691076,7.04753208,4.21190739,22.71080017,0.00,4.77238083,9.34868240,6.12246799,3.20637965,9.64224052,9.33757019,16.04442024,11.32564068,1.34260070,0.97674412,0.32328821,8.79259491,-0.68898344,11.28007603,10.43365955,-1.93671799,-0.68547571,5.41504145,11.93829060,-1.87697601,2.00499678,0.15715187,9.13242817,7.73119593,14.67855549,5.95913696,2.68114495,14.35617161,10.57199860,8.00232315,2.01299429,2.27863455,0.13154290,-1.86097419,-1.65353942,0.20743477,0.38684735,0.53453032,5.89650440,8.27262402,2.37611938,1.23588276,0.00,0.00,
102.65,42.56,0.00,0.00,12.99,84.00,3.04624248,6.77034521,3.42943454,4.09097147,4.33424854,29.61360550,0.00000007,7.56,1.56027365,4.02822495,2.77025318,0.35766861,-0.92640793,1.08452833,4.53973866,4.77151680,2.27322459,11.47601509,0.00,6.89360285,9.23271465,10.06560993,1.71447861,6.47441769,2.99732471,10.77737331,7.42234564,2.81515956,7.40829277,0.00662666,3.38224053,7.29772854,2.94801760,1.76954114,-3.82800937,5.10359430,2.78670549,6.76491165,-0.84014875,0.67912346,0.41012237,2.04296327,3.08774137,1.46800482,3.61927056,-0.38130766,1.85116518,6.05986404,6.02469206,-1.06320846,1.08240044,0.29846018,-2.30800819,-2.13977456,0.16823366,0.26710466,0.60573937,-13.15166664,-12.92123032,0.23043661,0.02771040,0.00,0.00,
106.24,53.03,6.00,0.43,9.15,60.00,2.40041828,1.93130124,1.62130022,1.32361698,1.81915915,12.17455769,0.00050942,4.95,1.17551529,2.33181572,1.65283692,0.74127138,0.41034091,2.06161070,1.21608794,1.02660048,1.32700992,9.24282360,0.00,1.80474377,3.44737124,4.02927637,0.83149296,0.12873763,0.54693186,2.85488224,1.94475210,0.61356592,0.81209719,0.36775893,1.15111470,1.87609529,2.12688518,2.64243603,2.83135986,1.08645678,0.20261253,0.93459189,0.29439941,0.19153754,0.66175237,2.63054657,3.62720156,0.21311672,0.51254123,0.04249937,6.52331781,2.73468351,1.84584272,1.11128664,2.78845644,0.09531777,-40.02920914,-36.91205978,3.11715126,0.64282185,0.42345528,29.06079674,29.43090439,0.37010798,0.01170792,0.00,0.00,
106.47,52.22,9.00,0.53,7.97,70.00,2.05169868,-3.52937794,4.40121889,8.48890686,2.85311151,0.80776179,0.36903793,30.12,-1.16561997,-0.26961291,2.32757235,6.53242493,-15.52067947,-11.86855316,-3.58888292,-2.77160883,-3.29061985,1.54712749,0.21,-15.85398674,5.03586006,0.60166192,16.06577682,-48.40666199,-22.81680679,26.95986748,8.89961052,-11.96923637,8.78716755,0.00311922,9.74757576,-4.38381529,21.61656189,12.72368050,2.99570012,0.85430145,3.52818036,-10.76174736,-4.27087736,1.09653282,0.29532912,16.56959152,7.14277554,-1.15819252,6.40948486,9.24513531,-4.04757357,-21.81601524,6.74791670,-6.55153275,2.60609889,0.10682845,-20.34676170,-18.91089630,1.43586445,0.24981266,0.61764840,-527.86663818,-491.02487183,36.84175491,2.12669754,0.00,0.00,
106.66,51.32,12.00,0.65,6.70,55.00,3.38735962,-0.51681185,2.82442570,4.79500389,2.62249446,5.99596214,0.01454020,10.16,-1.73969781,3.41922522,-1.29653800,-2.46965337,0.76969707,3.25839663,0.89691693,-5.65859985,-0.35253167,0.15529053,0.69,-2.06528378,6.04552460,-3.02120876,-6.17043543,4.82481575,8.70160198,5.18378735,-15.19628906,-5.26881313,14.89419651,0.00012242,3.70674467,8.67166233,0.10396119,0.65476143,-2.13219333,15.77414894,-0.84582603,-3.31970000,-1.97259808,2.11470485,0.14626326,-1.85675967,4.77169561,6.77169657,4.24879932,7.25325346,-6.49479294,5.89129353,7.08182096,-1.51479995,1.23422420,0.26690462,-3.76460719,-4.02566528,-0.26105821,0.02352411,0.87822621,51.79476166,43.12776184,-8.66700268,1.23174751,0.00,0.00,
106.66,51.32,16.00,0.73,6.70,40.00,0.72574723,0.65825939,0.73032147,1.69818616,0.95312858,0.87862068,0.34884662,9.65,-2.32108164,3.15846086,-0.24848300,-3.99685121,4.68366575,1.56085956,-0.31275952,-2.90218616,-0.04729692,0.00319382,0.95,-3.33641005,5.64180613,-4.48001623,-7.72942734,5.53249264,5.63879728,7.45200872,0.19607076,-0.81803817,0.38980389,0.53257183,2.88328457,8.34448624,0.16531023,-5.94527340,9.88091564,8.70033264,-6.82083988,-10.34350681,-0.80931556,0.40707448,0.52363181,-4.95108700,0.54175723,6.10267401,4.80905008,2.79643679,-6.86752510,2.02490592,2.48259234,-1.05811906,0.66708624,0.41430062,0.84176612,-0.14609747,-0.98786354,1.19282329,0.27581639,-10.49499416,-9.02168655,1.47330797,0.96201903,1.62,4.83,
107.02,50.59,17.00,0.77,6.05,40.00,8.69098282,10.35167599,6.45462799,8.51131248,8.50214958,40.68988037,0.00000000,12.65,9.55240440,2.84082127,9.78805923,4.12771988,-0.69091487,0.45237473,5.55456448,2.38034773,4.25067234,14.42346764,0.00,11.48087215,11.59138870,12.19980145,16.83548927,2.25406289,1.71722054,17.91386223,8.12995720,1.91266608,1.22377539,0.26893734,9.61225224,2.44428921,14.42909050,4.82272100,7.47020102,-0.99687320,4.72250462,8.82194519,-2.25857115,1.74479532,0.18689167,24.03298950,6.12404346,15.20478439,3.71031737,1.00856841,11.24421501,7.47609615,3.35641408,0.37631255,0.04987295,0.82333872,1.24842072,0.02318948,-1.22523129,7.32294703,0.00727864,-6.00427294,-9.87720490,-3.87293172,3.40391302,1.64,4.60,
106.66,49.78,19.00,0.78,4.37,51.00,5.51167536,6.12512016,3.98952389,5.80774736,5.35851669,14.00164700,0.00019495,13.59,5.38361454,-0.11488392,8.08814812,6.98358059,-8.51082420,-3.21266913,6.56085730,2.62056327,2.22479844,3.59946728,0.06,3.25257015,4.98577213,7.89245749,20.87933540,-5.94894123,-3.09065866,13.79436779,4.30721378,0.20993744,0.01305682,0.90905386,10.02306175,-0.30554387,9.95352745,2.67318988,-4.82125759,-5.08043194,6.25646019,11.77966785,-2.25873184,1.52835417,0.21670478,13.79247379,1.79170167,14.42117691,7.04957199,-6.36559439,5.76840830,7.96483946,2.26168704,-0.16032538,0.00773638,0.92993202,0.76275122,-0.43084231,-1.19359350,12.83065605,0.00041001,10.20743084,7.83649015,-2.37094069,1.40075326,1.64,4.60,
107.31,49.06,19.00,0.78,4.70,38.00,9.16882133,7.63408566,5.90082264,7.56451941,7.56706190,47.27596283,0.00000000,10.44,3.44176102,4.10220718,7.29774761,0.96421617,2.84012341,4.40121651,5.09226990,3.23283076,3.92154646,17.55944061,0.00,4.96590424,13.63535690,4.57042933,6.54901314,7.10989761,7.33691835,14.40037251,4.16257763,0.20448063,0.02036092,0.88656786,3.00705886,6.16115284,12.37394238,1.46077347,5.84926224,7.40838814,6.77396345,4.93966007,-1.57000363,1.23201203,0.26733337,14.98367500,4.77785921,16.06748009,6.63492393,6.87110853,9.39864731,6.27021790,10.69209003,1.75928342,1.56512463,0.21126436,0.28501323,-0.71633089,-1.00134408,10.77935982,0.00117359,6.34687424,2.95261884,-3.39425516,3.62410235,1.66,4.36,
106.87,48.11,19.00,0.80,3.42,47.00,3.61933160,2.57840753,3.67106056,6.20376587,4.01814127,11.00890160,0.00094537,11.49,1.73954809,-0.89361012,3.45510435,1.15155315,-9.57647705,-2.23075962,7.89383841,0.21801275,0.21965125,0.04875755,0.83,-1.04086506,6.89684010,5.48806906,11.71321583,-13.49057198,-6.12830305,11.97745228,3.87505293,-3.65855765,5.62484550,0.01793191,9.80087185,0.81205171,9.93633747,-3.16392040,-1.77707016,0.12383105,10.74273396,3.63186359,-2.67134881,2.99158239,0.08406526,6.32654190,-1.32360160,2.95645857,4.85620642,-5.12073946,8.10302353,10.11981106,3.00162411,-2.49024558,2.59713197,0.10743249,-0.26181287,-1.07512295,-0.81331003,8.69764233,0.00348940,4.80598927,6.67613649,1.87014735,0.91940033,1.70,4.14,
101.69,45.44,20.00,0.00,9.46,48.00,1.80610871,3.77003312,2.20394731,3.62483191,2.85123038,4.36090040,0.03707066,12.96,3.50742388,-2.85079169,4.51814032,-1.64609385,-1.86975789,-2.61814547,6.16002512,1.72016633,0.86512089,0.58261466,0.45,4.23089075,4.22257853,3.45726109,5.67189217,0.93887627,-0.06429851,8.08749580,3.84966826,0.23162974,0.01678237,0.89695600,5.84668303,-5.28457212,9.17360210,-0.63458204,3.49048710,-8.00308323,10.17465401,4.01108265,-1.43592501,0.67938805,0.41003123,7.37831736,-2.05846930,5.67837429,-4.37140799,-3.82007313,4.96401024,5.31008673,2.17578316,-1.63234437,0.87297964,0.35039992,-0.57072794,-1.39202380,-0.82129586,9.41983986,0.00238402,8.71252728,7.78171539,-0.93081182,0.17845257,1.73,3.95,
106.78,47.32,19.00,0.00,3.51,48.00,1.97759902,11.44763470,5.79757595,4.28860378,5.87785339,5.96171093,0.01482327,22.84,1.82217276,-0.39872208,11.70135021,9.31046104,-1.14483750,6.39267063,-3.62020350,6.95123053,3.87676525,3.72602749,0.05,22.39913177,11.49187469,14.07050991,15.68666363,5.51937103,8.96712208,-0.70534360,11.58885670,7.01502419,4.97927046,0.02591564,-5.29137611,0.00730920,20.36474609,12.69448662,2.47044349,-8.38228893,6.58843946,16.48962593,1.38000309,0.20115019,0.65390957,-3.14871287,-6.76722860,9.04960251,6.40302086,-4.24728155,24.64905739,-9.75822163,0.34103930,-1.97554088,0.41602096,0.51910512,-0.63122177,-1.50604260,-0.87482083,9.84853458,0.00190443,15.33047676,1.90384936,-13.42662716,10.20890427,1.73,3.95,
105.89,46.01,21.00,0.70,4.57,38.00,27.08044815,-5.91677999,13.61877155,2.87030792,9.41318703,2.70328546,0.10051234,54.33,-3.52903390,32.98921204,-5.76283169,4.50661087,36.86261368,0.87698174,29.31505394,-3.45269179,11.47573948,5.81062746,0.02,-34.87321472,31.45607758,-27.23539734,-21.47313118,6.01080704,17.04839516,19.03940964,-27.60025024,-8.44902611,1.29164732,0.25606833,24.51697159,33.01556778,-3.31702709,-13.34509373,56.88072205,41.02203751,-2.72432780,-20.89492607,11.76623058,2.59996819,0.10724103,-8.34725475,45.39971161,12.69407082,51.72000885,54.84189606,-49.65198135,71.47779083,35.64488983,22.72199249,10.04641533,0.00158168,-0.84217709,-1.47300553,-0.63082838,4.33076143,0.03845166,0.81888402,-15.02705574,-15.84593964,2.21949553,1.81,3.97,
103.08,44.23,21.00,0.60,9.61,32.00,-13.15019798,-0.19829941,-17.60764503,-4.42986727,-8.84650230,4.35406828,0.03721884,40.23,7.60131264,-25.65927124,10.44065666,-2.48488712,-34.71357727,-28.39770508,0.86405516,4.26783037,-8.51019859,6.05677128,0.01,15.89781475,7.72036600,15.48914814,19.43391228,-28.29227066,-42.55979156,19.35396576,-11.87853241,4.58397722,0.70500952,0.40134414,-8.72890472,-35.29579544,3.15205836,-37.66895294,-24.17609406,-52.31907272,-10.29676342,22.25668716,-13.97767258,6.76683664,0.00944992,18.44097137,-52.62984467,2.84240508,7.75704670,-58.10544205,-1.41523707,-11.69791603,0.09504396,-8.05946922,2.30007744,0.12974332,-1.26104891,-1.39150882,-0.13045985,0.15378091,0.69528350,21.41821098,50.71013641,29.29192734,14.39933491,1.85,3.89,
103.08,43.35,0.00,0.50,11.16,44.00,16.46316910,19.60611916,20.30529404,22.80542946,19.79500198,71.55177307,0.00000000,22.21,6.34996605,7.91865015,1.83919382,3.00277162,13.01443386,16.25181961,4.08443022,6.96518707,7.42830658,13.61227989,0.00,39.06660461,11.64923477,25.61944580,9.75554657,32.17449188,24.71308899,7.12167788,7.07199192,-3.18131423,1.10729861,0.29297217,5.75141048,15.81147289,15.48485947,24.58360100,12.14393711,31.86031532,33.24303436,25.42152405,-1.94548905,0.42212617,0.51605544,10.11646843,27.34240150,2.49020791,5.66932678,26.69923592,27.37506485,5.94844580,20.66360474,-6.36372566,4.56896734,0.03284397,-1.39846373,-1.14951515,0.24894859,0.54061842,0.46286851,-6.28392935,-3.66337466,2.62055469,0.54648173,1.92,3.82,
103.54,43.32,8.00,0.37,10.75,53.00,18.14018059,11.72532463,13.37846851,14.17279148,14.35419178,165.79437256,0.00000000,10.58,4.69997263,7.61252594,7.06258488,5.06805849,9.73252773,8.61846161,12.38043022,6.19131279,7.67073441,59.69925308,0.00,3.13381052,17.53673172,7.07163382,6.79396772,11.11186695,17.38355827,19.94602966,13.58511448,-2.34462142,2.65381718,0.10367606,12.21356678,11.18098354,18.11128044,15.04856205,18.84651566,14.18691158,13.01399899,5.79009151,-0.61788696,0.18677193,0.66572779,20.31006813,15.49264908,17.16079330,15.00624275,19.69913101,15.32357311,24.45818901,17.88826180,3.97987437,7.74850750,0.00549629,-1.20612121,-0.93422306,0.27189806,0.71441573,0.39879322,12.39626789,13.82590389,1.42963588,0.73525387,1.92,3.82,
103.94,42.51,5.00,0.00,11.88,81.00,4.41264772,3.35941362,5.27266598,3.07172894,4.02911425,25.58815193,0.00000052,7.56,2.35540819,3.43158698,2.95541668,1.64683270,2.68592763,2.81718850,4.14526415,3.05934906,2.88712168,18.54049110,0.00,2.30590200,1.99907267,5.65336180,5.03266764,-1.81752098,2.19711185,3.40370083,7.32240868,0.21478409,0.04279432,0.83616311,4.59617090,5.47063017,4.55970383,3.27662563,7.69120026,5.50084305,10.16859055,2.13295817,2.39905190,5.48960495,0.01936207,5.11783600,6.25977612,2.87548161,1.23995054,6.60624409,5.00866699,3.52630377,4.10538530,1.34376729,1.72456372,0.18946483,-1.01668894,-1.07176590,-0.05507694,0.03267246,0.85670671,-1.22003365,2.21993184,3.43996549,6.57100630,0.00,0.00,
103.94,42.51,2.00,0.00,11.88,93.00,3.38923383,1.38122571,1.40410089,0.92343408,1.77449858,4.18484116,0.04109509,8.23,4.35189676,1.90737295,1.40547049,0.28453237,1.77159297,1.16587162,4.81218863,-2.05264091,1.70578563,5.61465740,0.02,1.44326341,1.01933467,0.99577022,-1.92241013,4.55879068,3.88346982,6.99726963,-4.37473297,0.55110347,0.23894688,0.62509521,6.22097015,2.31287217,-2.21928668,3.27056980,-1.08554351,2.37561536,4.34626532,-3.83052778,0.42918327,0.14943787,0.69917091,6.88858700,4.32682323,6.87665701,0.49204025,3.67778611,-1.50792825,4.62851095,2.77334905,2.47000146,4.94461823,0.02643696,-0.85324740,-1.41718829,-0.56394094,3.67377806,0.05641936,7.77433395,7.05274963,-0.72158444,0.20718291,0.00,0.00,
106.47,52.22,4.00,0.31,7.97,71.00,5.42121172,1.97945845,3.21051812,7.64684486,4.56450844,2.44387770,0.11835733,27.71,-0.63608235,0.51882499,5.51476288,6.06370020,-8.49768734,-3.35661340,-0.48053533,-1.52864814,-0.30028477,0.01514047,0.90,-13.93234825,9.13443851,-1.77992737,12.73632145,-27.99600410,-5.31977654,33.59934235,11.25737000,-5.49248838,2.14619303,0.14329762,3.91862273,-9.44482231,20.92711639,11.64290428,4.03016376,2.97992730,2.09517908,-8.60545731,-4.43236160,1.39825106,0.23735082,21.07616615,10.61362457,10.56869411,8.36254597,9.13286972,1.92890465,-18.66763878,4.25918770,-2.23885083,0.36028028,0.54851232,-17.92629051,-16.12797737,1.79831314,0.42512283,0.51499326,-600.54907227,-559.61737061,40.93168640,2.26198149,0.00,0.00,
106.66,51.32,9.00,0.45,6.70,60.00,2.58706570,0.12974304,1.30972373,2.61175585,1.65957212,2.06461954,0.15112139,10.96,1.94894254,-0.74744809,6.20929050,-3.14944839,0.22430763,3.01823187,-0.66406196,-5.10745478,0.21654491,0.05149817,0.82,-1.34584212,0.27035812,2.40541840,-1.17085207,8.45986366,6.21310329,3.14006782,-16.80460739,-2.58419847,3.05035782,0.08108443,6.58315468,1.75571239,1.16551220,-4.75620556,1.08856273,5.52260017,-4.57087946,3.33246756,-1.47297764,0.98925656,0.32021022,3.02224922,0.26381388,17.41051292,0.03867510,-2.79648900,1.25466335,3.28577566,0.86234081,0.13970642,0.00917317,0.92372077,-2.93072891,-2.86813760,0.06259117,0.00143759,0.96978538,20.53059959,22.27859306,1.74799216,0.04961584,0.00,0.00,
107.02,50.59,9.00,0.54,6.05,76.00,3.05582428,6.54153204,6.67066526,4.75469303,5.25567865,23.35941124,0.00000160,10.32,-2.82911491,5.88945770,3.12236810,2.31313062,6.22868109,3.20574570,2.42102551,3.62003517,2.99641609,10.84460545,0.00,7.81577063,5.08878899,3.97100830,-2.48065543,12.55483055,9.22398949,4.86388636,13.71031857,1.96822667,1.96225858,0.16164083,1.53745651,12.12690353,4.60450935,8.28024292,14.41569519,3.26253152,6.15557861,3.11409211,2.13233590,2.34855604,0.12577518,-10.74015331,7.60450983,8.31639481,8.91090488,0.88009334,5.15378189,2.94463372,0.18197170,-1.77429020,1.67172480,0.19638274,1.35005152,0.55683541,-0.79321611,0.82179224,0.36553308,11.29685974,9.54643631,-1.75042307,0.95525759,0.00,0.00,
107.02,50.59,13.00,0.59,6.05,59.00,8.38718796,8.56741905,7.98973560,4.25387383,7.29955387,32.57691574,0.00000002,12.14,10.93630981,8.24768829,2.39292860,5.07048655,10.65895367,6.84464979,3.32393050,2.15456486,6.20368910,34.22917557,0.00,17.75478935,5.56090736,10.17135429,2.46174335,16.77156067,7.75033855,5.29696226,3.87667155,4.46524143,7.25115061,0.00722654,9.17063904,12.93605423,10.84638786,11.57038307,3.27090216,7.21983433,7.47831202,0.64328241,3.57664704,4.74060059,0.02973615,13.18965912,12.63575649,-5.56023264,6.25222635,16.09064293,11.11869717,3.82438374,7.31844330,4.02075815,6.17661953,0.01313829,2.00305963,0.83788496,-1.16517472,7.75294447,0.00577431,13.64145660,9.79955101,-3.84190559,5.04000664,1.62,4.42,
107.31,49.78,0.00,0.63,5.43,62.00,5.41449070,3.76775956,4.68591928,4.22788620,4.52401400,20.24830246,0.00000775,9.54,3.15867925,3.43922305,3.65288901,1.13493061,5.25202656,1.93128371,0.62058204,1.81253493,2.62526870,9.66356468,0.00,9.37734795,1.89038682,7.89834690,-1.32208288,4.67122698,1.91295826,1.87661505,4.44229269,-0.38823366,0.08796097,0.76685877,5.12538052,1.97447240,6.49649620,8.29606819,8.04925632,3.61491013,2.03868651,2.06830430,0.46088335,0.12689012,0.72176785,1.59658003,11.16530609,2.59537697,2.82331491,8.67626762,6.36597395,3.74433255,4.57963800,1.12444592,0.76318920,0.38258169,1.80738223,0.58417076,-1.22321141,18.34206963,0.00002638,3.22844744,2.12081766,-1.10762990,0.36925158,1.62,4.42,
